-4.00000000e+00 -1.00031095e-12 
-3.95000000e+00 -1.00031095e-12 
-3.90000000e+00 -1.00031095e-12 
-3.85000000e+00 -1.00031095e-12 
-3.80000000e+00 -1.00031095e-12 
-3.75000000e+00 -1.00031095e-12 
-3.70000000e+00 -1.00031095e-12 
-3.65000000e+00 -1.00031095e-12 
-3.60000000e+00 -1.00031095e-12 
-3.55000000e+00 -1.00031095e-12 
-3.50000000e+00 -1.00031095e-12 
-3.45000000e+00 -1.00031095e-12 
-3.40000000e+00 -1.00031095e-12 
-3.35000000e+00 -1.00031095e-12 
-3.30000000e+00 -1.00031095e-12 
-3.25000000e+00 -1.00031095e-12 
-3.20000000e+00 -1.00075503e-12 
-3.15000000e+00 -1.00319753e-12 
-3.10000000e+00 -1.01141318e-12 
-3.05000000e+00 -1.04161124e-12 
-3.00000000e+00 -1.15263354e-12 
-2.95000000e+00 -1.55986335e-12 
-2.90000000e+00 -4.22994972e-12 
-2.85000000e+00 -1.23232535e-11 
-2.80000000e+00 -3.60933505e-11 
-2.75000000e+00 -9.52935508e-11 
-2.70000000e+00 -2.94961833e-10 
-2.65000000e+00 -1.04805209e-09 
-2.60000000e+00 -3.82518595e-09 
-2.55000000e+00 -1.39913214e-08 
-2.50000000e+00 -5.11399174e-08 
-2.45000000e+00 -1.86612481e-07 
-2.40000000e+00 -6.78743478e-07 
-2.35000000e+00 -2.45140695e-06 
-2.30000000e+00 -8.71144964e-06 
-2.25000000e+00 -2.98239236e-05 
-2.20000000e+00 -9.44597420e-05 
-2.15000000e+00 -2.62796242e-04 
-2.10000000e+00 -6.21762030e-04 
-2.05000000e+00 -1.25422506e-03 
-2.00000000e+00 -2.22079900e-03 
-1.95000000e+00 -3.56814880e-03 
-1.90000000e+00 -5.31598525e-03 
-1.85000000e+00 -7.45082590e-03 
-1.80000000e+00 -9.94448586e-03 
-1.75000000e+00 -1.27648178e-02 
-1.70000000e+00 -1.58772056e-02 
-1.65000000e+00 -1.92504273e-02 
-1.60000000e+00 -2.28614350e-02 
-1.55000000e+00 -2.66935891e-02 
-1.50000000e+00 -3.07321944e-02 
-1.45000000e+00 -3.49617745e-02 
-1.40000000e+00 -3.93657876e-02 
-1.35000000e+00 -4.39274785e-02 
-1.30000000e+00 -4.86307337e-02 
-1.25000000e+00 -5.34605455e-02 
-1.20000000e+00 -5.83489421e-02 
-1.15000000e+00 -6.33980295e-02 
-1.10000000e+00 -6.85350263e-02 
-1.05000000e+00 -7.37496130e-02 
-1.00000000e+00 -7.90320450e-02 
-9.50000000e-01 -8.43732848e-02 
-9.00000000e-01 -8.97649176e-02 
-8.50000000e-01 -9.51990801e-02 
-8.00000000e-01 -1.00668397e-01 
-7.50000000e-01 -1.06165928e-01 
-7.00000000e-01 -1.11685117e-01 
-6.50000000e-01 -1.17219751e-01 
-6.00000000e-01 -1.22763921e-01 
-5.50000000e-01 -1.28311994e-01 
-5.00000000e-01 -1.33858576e-01 
-4.50000000e-01 -1.39398499e-01 
-4.00000000e-01 -1.44926790e-01 
-3.50000000e-01 -1.50438662e-01 
-3.00000000e-01 -1.55929492e-01 
-2.50000000e-01 -1.61394820e-01 
-2.00000000e-01 -1.66830332e-01 
-1.50000000e-01 -1.72231857e-01 
-1.00000000e-01 -1.77595365e-01 
-5.00000000e-02 -1.82916964e-01 
-5.84254867e-15 -1.88192900e-01 
 5.00000000e-02 -1.93419559e-01 
 1.00000000e-01 -1.98593474e-01 
 1.50000000e-01 -2.03711323e-01 
 2.00000000e-01 -2.08769939e-01 
 2.50000000e-01 -2.13766317e-01 
 3.00000000e-01 -2.18697616e-01 
 3.50000000e-01 -2.23561173e-01 
 4.00000000e-01 -2.28354503e-01 
 4.50000000e-01 -2.33075310e-01 
 5.00000000e-01 -2.37721493e-01 
 5.50000000e-01 -2.42291148e-01 
 6.00000000e-01 -2.46782576e-01 
 6.50000000e-01 -2.51194286e-01 
 7.00000000e-01 -2.55524996e-01 
 7.50000000e-01 -2.59773633e-01 
 8.00000000e-01 -2.63939334e-01 
 8.50000000e-01 -2.68021445e-01 
 9.00000000e-01 -2.72019513e-01 
 9.50000000e-01 -2.75933287e-01 
 1.00000000e+00 -2.79762706e-01 
 1.05000000e+00 -2.83507896e-01 
 1.10000000e+00 -2.87169158e-01 
 1.15000000e+00 -2.90746961e-01 
 1.20000000e+00 -2.94241930e-01 
 1.25000000e+00 -2.97654836e-01 
 1.30000000e+00 -3.00986583e-01 
 1.35000000e+00 -3.04238198e-01 
 1.40000000e+00 -3.07410819e-01 
 1.45000000e+00 -3.10505681e-01 
 1.50000000e+00 -3.13524108e-01 
 1.55000000e+00 -3.16467497e-01 
 1.60000000e+00 -3.19337311e-01 
 1.65000000e+00 -3.22135067e-01 
 1.70000000e+00 -3.24862324e-01 
 1.75000000e+00 -3.27520679e-01 
 1.80000000e+00 -3.30111751e-01 
 1.85000000e+00 -3.32637177e-01 
 1.90000000e+00 -3.35098607e-01 
 1.95000000e+00 -3.37497689e-01 
 2.00000000e+00 -3.39836074e-01 
