 0.00000000e+00 -6.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-10 -5.99990000e+00  1.00000000e-10 -4.00020012e-12 
 6.91280000e-06  9.12800000e-01  6.91280000e-06 -1.81341705e-07 
 6.92280000e-06  9.22800000e-01  6.92280000e-06 -1.81362602e-07 
 6.93280000e-06  9.32800000e-01  6.93280000e-06 -1.81383386e-07 
 6.94280000e-06  9.42800000e-01  6.94280000e-06 -1.81404078e-07 
 6.95280000e-06  9.52800000e-01  6.95280000e-06 -1.81424660e-07 
 6.96280000e-06  9.62800000e-01  6.96280000e-06 -1.81445153e-07 
 6.97280000e-06  9.72800000e-01  6.97280000e-06 -1.81465537e-07 
 6.98280000e-06  9.82800000e-01  6.98280000e-06 -1.81485835e-07 
 6.99280000e-06  9.92800000e-01  6.99280000e-06 -1.81506026e-07 
 7.00280000e-06  1.00280000e+00  7.00280000e-06 -1.81526132e-07 
 7.01280000e-06  1.01280000e+00  7.01280000e-06 -1.81546134e-07 
 7.02280000e-06  1.02280000e+00  7.02280000e-06 -1.81566053e-07 
 7.03280000e-06  1.03280000e+00  7.03280000e-06 -1.81585870e-07 
 7.04280000e-06  1.04280000e+00  7.04280000e-06 -1.81605607e-07 
 7.05280000e-06  1.05280000e+00  7.05280000e-06 -1.81625243e-07 
 7.06280000e-06  1.06280000e+00  7.06280000e-06 -1.81644801e-07 
 7.07280000e-06  1.07280000e+00  7.07280000e-06 -1.81664260e-07 
 7.08280000e-06  1.08280000e+00  7.08280000e-06 -1.81683643e-07 
 7.09280000e-06  1.09280000e+00  7.09280000e-06 -1.81702929e-07 
 7.10280000e-06  1.10280000e+00  7.10280000e-06 -1.81722140e-07 
 7.11280000e-06  1.11280000e+00  7.11280000e-06 -1.81741257e-07 
 7.12280000e-06  1.12280000e+00  7.12280000e-06 -1.81760301e-07 
 7.13280000e-06  1.13280000e+00  7.13280000e-06 -1.81779252e-07 
 7.14280000e-06  1.14280000e+00  7.14280000e-06 -1.81798132e-07 
 7.15280000e-06  1.15280000e+00  7.15280000e-06 -1.81816921e-07 
 7.16280000e-06  1.16280000e+00  7.16280000e-06 -1.81835640e-07 
 7.17280000e-06  1.17280000e+00  7.17280000e-06 -1.81854270e-07 
 7.18280000e-06  1.18280000e+00  7.18280000e-06 -1.81872832e-07 
 7.19280000e-06  1.19280000e+00  7.19280000e-06 -1.81891306e-07 
 7.20280000e-06  1.20280000e+00  7.20280000e-06 -1.81909714e-07 
 7.21280000e-06  1.21280000e+00  7.21280000e-06 -1.81928036e-07 
 7.22280000e-06  1.22280000e+00  7.22280000e-06 -1.81946294e-07 
 7.23280000e-06  1.23280000e+00  7.23280000e-06 -1.81964467e-07 
 7.24280000e-06  1.24280000e+00  7.24280000e-06 -1.81982577e-07 
 7.25280000e-06  1.25280000e+00  7.25280000e-06 -1.82000603e-07 
 7.26280000e-06  1.26280000e+00  7.26280000e-06 -1.82018569e-07 
 7.27280000e-06  1.27280000e+00  7.27280000e-06 -1.82036453e-07 
 7.28280000e-06  1.28280000e+00  7.28280000e-06 -1.82054277e-07 
 7.29280000e-06  1.29280000e+00  7.29280000e-06 -1.82072020e-07 
 7.30280000e-06  1.30280000e+00  7.30280000e-06 -1.82089706e-07 
 7.31280000e-06  1.31280000e+00  7.31280000e-06 -1.82107312e-07 
 7.32280000e-06  1.32280000e+00  7.32280000e-06 -1.82124862e-07 
 7.33280000e-06  1.33280000e+00  7.33280000e-06 -1.82142334e-07 
 7.34280000e-06  1.34280000e+00  7.34280000e-06 -1.82159750e-07 
 7.35280000e-06  1.35280000e+00  7.35280000e-06 -1.82177091e-07 
 7.36280000e-06  1.36280000e+00  7.36280000e-06 -1.82194376e-07 
 7.37280000e-06  1.37280000e+00  7.37280000e-06 -1.82211588e-07 
 7.38280000e-06  1.38280000e+00  7.38280000e-06 -1.82228746e-07 
 7.39280000e-06  1.39280000e+00  7.39280000e-06 -1.82245831e-07 
 7.40280000e-06  1.40280000e+00  7.40280000e-06 -1.82262864e-07 
 7.41280000e-06  1.41280000e+00  7.41280000e-06 -1.82279825e-07 
 7.42280000e-06  1.42280000e+00  7.42280000e-06 -1.82296735e-07 
 7.43280000e-06  1.43280000e+00  7.43280000e-06 -1.82313574e-07 
 7.44280000e-06  1.44280000e+00  7.44280000e-06 -1.82330364e-07 
 7.45280000e-06  1.45280000e+00  7.45280000e-06 -1.82347084e-07 
 7.46280000e-06  1.46280000e+00  7.46280000e-06 -1.82363756e-07 
 7.47280000e-06  1.47280000e+00  7.47280000e-06 -1.82380360e-07 
 7.48280000e-06  1.48280000e+00  7.48280000e-06 -1.82396916e-07 
 7.49280000e-06  1.49280000e+00  7.49280000e-06 -1.82413405e-07 
 7.50280000e-06  1.50280000e+00  7.50280000e-06 -1.82429848e-07 
 7.51280000e-06  1.51280000e+00  7.51280000e-06 -1.82446225e-07 
 7.52280000e-06  1.52280000e+00  7.52280000e-06 -1.82462557e-07 
 7.53280000e-06  1.53280000e+00  7.53280000e-06 -1.82478823e-07 
 7.54280000e-06  1.54280000e+00  7.54280000e-06 -1.82495046e-07 
 7.55280000e-06  1.55280000e+00  7.55280000e-06 -1.82511205e-07 
 7.56280000e-06  1.56280000e+00  7.56280000e-06 -1.82527321e-07 
 7.57280000e-06  1.57280000e+00  7.57280000e-06 -1.82543374e-07 
 7.58280000e-06  1.58280000e+00  7.58280000e-06 -1.82559385e-07 
 7.59280000e-06  1.59280000e+00  7.59280000e-06 -1.82575334e-07 
 7.60280000e-06  1.60280000e+00  7.60280000e-06 -1.82591242e-07 
 7.61280000e-06  1.61280000e+00  7.61280000e-06 -1.82607089e-07 
 7.62280000e-06  1.62280000e+00  7.62280000e-06 -1.82622896e-07 
 7.63280000e-06  1.63280000e+00  7.63280000e-06 -1.82638643e-07 
 7.64280000e-06  1.64280000e+00  7.64280000e-06 -1.82654351e-07 
 7.65280000e-06  1.65280000e+00  7.65280000e-06 -1.82670000e-07 
 7.66280000e-06  1.66280000e+00  7.66280000e-06 -1.82685611e-07 
 7.67280000e-06  1.67280000e+00  7.67280000e-06 -1.82701164e-07 
 7.68280000e-06  1.68280000e+00  7.68280000e-06 -1.82716680e-07 
 7.69280000e-06  1.69280000e+00  7.69280000e-06 -1.82732139e-07 
 7.70280000e-06  1.70280000e+00  7.70280000e-06 -1.82747561e-07 
 7.71280000e-06  1.71280000e+00  7.71280000e-06 -1.82762927e-07 
 7.72280000e-06  1.72280000e+00  7.72280000e-06 -1.82778257e-07 
 7.73280000e-06  1.73280000e+00  7.73280000e-06 -1.82793532e-07 
 7.74280000e-06  1.74280000e+00  7.74280000e-06 -1.82808772e-07 
 7.75280000e-06  1.75280000e+00  7.75280000e-06 -1.82823958e-07 
 7.76280000e-06  1.76280000e+00  7.76280000e-06 -1.82839110e-07 
 7.77280000e-06  1.77280000e+00  7.77280000e-06 -1.82854208e-07 
 7.78280000e-06  1.78280000e+00  7.78280000e-06 -1.82869273e-07 
 7.79280000e-06  1.79280000e+00  7.79280000e-06 -1.82884285e-07 
 7.80280000e-06  1.80280000e+00  7.80280000e-06 -1.82899264e-07 
 7.81280000e-06  1.81280000e+00  7.81280000e-06 -1.82914192e-07 
 7.82280000e-06  1.82280000e+00  7.82280000e-06 -1.82929088e-07 
 7.83280000e-06  1.83280000e+00  7.83280000e-06 -1.82943933e-07 
 7.84280000e-06  1.84280000e+00  7.84280000e-06 -1.82958747e-07 
 7.85280000e-06  1.85280000e+00  7.85280000e-06 -1.82973510e-07 
 7.86280000e-06  1.86280000e+00  7.86280000e-06 -1.82988243e-07 
 7.87280000e-06  1.87280000e+00  7.87280000e-06 -1.83002927e-07 
 7.88280000e-06  1.88280000e+00  7.88280000e-06 -1.83017581e-07 
 7.89280000e-06  1.89280000e+00  7.89280000e-06 -1.83032186e-07 
 7.90280000e-06  1.90280000e+00  7.90280000e-06 -1.83046762e-07 
 7.91280000e-06  1.91280000e+00  7.91280000e-06 -1.83061290e-07 
 7.92280000e-06  1.92280000e+00  7.92280000e-06 -1.83075789e-07 
 7.93280000e-06  1.93280000e+00  7.93280000e-06 -1.83090241e-07 
 7.94280000e-06  1.94280000e+00  7.94280000e-06 -1.83104666e-07 
 7.95280000e-06  1.95280000e+00  7.95280000e-06 -1.83119044e-07 
 7.96280000e-06  1.96280000e+00  7.96280000e-06 -1.83133395e-07 
 7.97280000e-06  1.97280000e+00  7.97280000e-06 -1.83147699e-07 
 7.98280000e-06  1.98280000e+00  7.98280000e-06 -1.83161978e-07 
 7.99280000e-06  1.99280000e+00  7.99280000e-06 -1.83176211e-07 
 8.00280000e-06  2.00280000e+00  8.00280000e-06 -1.83190418e-07 
 8.01280000e-06  2.01280000e+00  8.01280000e-06 -1.83204580e-07 
 8.02280000e-06  2.02280000e+00  8.02280000e-06 -1.83218718e-07 
 8.03280000e-06  2.03280000e+00  8.03280000e-06 -1.83232810e-07 
 8.04280000e-06  2.04280000e+00  8.04280000e-06 -1.83246879e-07 
 8.05280000e-06  2.05280000e+00  8.05280000e-06 -1.83260904e-07 
 8.06280000e-06  2.06280000e+00  8.06280000e-06 -1.83274905e-07 
 8.07280000e-06  2.07280000e+00  8.07280000e-06 -1.83288863e-07 
 8.08280000e-06  2.08280000e+00  8.08280000e-06 -1.83302798e-07 
 8.09280000e-06  2.09280000e+00  8.09280000e-06 -1.83316690e-07 
 8.10280000e-06  2.10280000e+00  8.10280000e-06 -1.83330560e-07 
 8.11280000e-06  2.11280000e+00  8.11280000e-06 -1.83344387e-07 
 8.12280000e-06  2.12280000e+00  8.12280000e-06 -1.83358193e-07 
 8.13280000e-06  2.13280000e+00  8.13280000e-06 -1.83371956e-07 
 8.14280000e-06  2.14280000e+00  8.14280000e-06 -1.83385699e-07 
 8.15280000e-06  2.15280000e+00  8.15280000e-06 -1.83399400e-07 
 8.16280000e-06  2.16280000e+00  8.16280000e-06 -1.83413081e-07 
 8.17280000e-06  2.17280000e+00  8.17280000e-06 -1.83426721e-07 
 8.18280000e-06  2.18280000e+00  8.18280000e-06 -1.83440340e-07 
 8.19280000e-06  2.19280000e+00  8.19280000e-06 -1.83453920e-07 
 8.20280000e-06  2.20280000e+00  8.20280000e-06 -1.83467480e-07 
 8.21280000e-06  2.21280000e+00  8.21280000e-06 -1.83481000e-07 
 8.22280000e-06  2.22280000e+00  8.22280000e-06 -1.83494501e-07 
 8.23280000e-06  2.23280000e+00  8.23280000e-06 -1.83507962e-07 
 8.24280000e-06  2.24280000e+00  8.24280000e-06 -1.83521406e-07 
 8.25280000e-06  2.25280000e+00  8.25280000e-06 -1.83534810e-07 
 8.26280000e-06  2.26280000e+00  8.26280000e-06 -1.83548196e-07 
 8.27280000e-06  2.27280000e+00  8.27280000e-06 -1.83561544e-07 
 8.28280000e-06  2.28280000e+00  8.28280000e-06 -1.83574874e-07 
 8.29280000e-06  2.29280000e+00  8.29280000e-06 -1.83588166e-07 
 8.30280000e-06  2.30280000e+00  8.30280000e-06 -1.83601441e-07 
 8.31280000e-06  2.31280000e+00  8.31280000e-06 -1.83614678e-07 
 8.32280000e-06  2.32280000e+00  8.32280000e-06 -1.83627899e-07 
 8.33280000e-06  2.33280000e+00  8.33280000e-06 -1.83641083e-07 
 8.34280000e-06  2.34280000e+00  8.34280000e-06 -1.83654251e-07 
 8.35280000e-06  2.35280000e+00  8.35280000e-06 -1.83667381e-07 
 8.36280000e-06  2.36280000e+00  8.36280000e-06 -1.83680496e-07 
 8.37280000e-06  2.37280000e+00  8.37280000e-06 -1.83693575e-07 
 8.38280000e-06  2.38280000e+00  8.38280000e-06 -1.83706639e-07 
 8.39280000e-06  2.39280000e+00  8.39280000e-06 -1.83719666e-07 
 8.40280000e-06  2.40280000e+00  8.40280000e-06 -1.83732679e-07 
 8.41280000e-06  2.41280000e+00  8.41280000e-06 -1.83745656e-07 
 8.42280000e-06  2.42280000e+00  8.42280000e-06 -1.83758619e-07 
 8.43280000e-06  2.43280000e+00  8.43280000e-06 -1.83771547e-07 
 8.44280000e-06  2.44280000e+00  8.44280000e-06 -1.83784460e-07 
 8.45280000e-06  2.45280000e+00  8.45280000e-06 -1.83797339e-07 
 8.46280000e-06  2.46280000e+00  8.46280000e-06 -1.83810204e-07 
 8.47280000e-06  2.47280000e+00  8.47280000e-06 -1.83823035e-07 
 8.48280000e-06  2.48280000e+00  8.48280000e-06 -1.83835852e-07 
 8.49280000e-06  2.49280000e+00  8.49280000e-06 -1.83848636e-07 
 8.50280000e-06  2.50280000e+00  8.50280000e-06 -1.83861406e-07 
 8.51280000e-06  2.51280000e+00  8.51280000e-06 -1.83874143e-07 
 8.52280000e-06  2.52280000e+00  8.52280000e-06 -1.83886867e-07 
 8.53280000e-06  2.53280000e+00  8.53280000e-06 -1.83899559e-07 
 8.54280000e-06  2.54280000e+00  8.54280000e-06 -1.83912237e-07 
 8.55280000e-06  2.55280000e+00  8.55280000e-06 -1.83924883e-07 
 8.56280000e-06  2.56280000e+00  8.56280000e-06 -1.83937517e-07 
 8.57280000e-06  2.57280000e+00  8.57280000e-06 -1.83950119e-07 
 8.58280000e-06  2.58280000e+00  8.58280000e-06 -1.83962709e-07 
 8.59280000e-06  2.59280000e+00  8.59280000e-06 -1.83975266e-07 
 8.60280000e-06  2.60280000e+00  8.60280000e-06 -1.83987813e-07 
 8.61280000e-06  2.61280000e+00  8.61280000e-06 -1.84000327e-07 
 8.62280000e-06  2.62280000e+00  8.62280000e-06 -1.84012831e-07 
 8.63280000e-06  2.63280000e+00  8.63280000e-06 -1.84025303e-07 
 8.64280000e-06  2.64280000e+00  8.64280000e-06 -1.84037765e-07 
 8.65280000e-06  2.65280000e+00  8.65280000e-06 -1.84050195e-07 
 8.66280000e-06  2.66280000e+00  8.66280000e-06 -1.84062615e-07 
 8.67280000e-06  2.67280000e+00  8.67280000e-06 -1.84075004e-07 
 8.68280000e-06  2.68280000e+00  8.68280000e-06 -1.84087383e-07 
 8.69280000e-06  2.69280000e+00  8.69280000e-06 -1.84099731e-07 
 8.70280000e-06  2.70280000e+00  8.70280000e-06 -1.84112070e-07 
 8.71280000e-06  2.71280000e+00  8.71280000e-06 -1.84124378e-07 
 8.72280000e-06  2.72280000e+00  8.72280000e-06 -1.84136677e-07 
 8.73280000e-06  2.73280000e+00  8.73280000e-06 -1.84148946e-07 
 8.74280000e-06  2.74280000e+00  8.74280000e-06 -1.84161206e-07 
 8.75280000e-06  2.75280000e+00  8.75280000e-06 -1.84173436e-07 
 8.76280000e-06  2.76280000e+00  8.76280000e-06 -1.84185657e-07 
 8.77280000e-06  2.77280000e+00  8.77280000e-06 -1.84197849e-07 
 8.78280000e-06  2.78280000e+00  8.78280000e-06 -1.84210032e-07 
 8.79280000e-06  2.79280000e+00  8.79280000e-06 -1.84222186e-07 
 8.80280000e-06  2.80280000e+00  8.80280000e-06 -1.84234331e-07 
 8.81280000e-06  2.81280000e+00  8.81280000e-06 -1.84246448e-07 
 8.82280000e-06  2.82280000e+00  8.82280000e-06 -1.84258556e-07 
 8.83280000e-06  2.83280000e+00  8.83280000e-06 -1.84270636e-07 
 8.84280000e-06  2.84280000e+00  8.84280000e-06 -1.84282708e-07 
 8.85280000e-06  2.85280000e+00  8.85280000e-06 -1.84294751e-07 
 8.86280000e-06  2.86280000e+00  8.86280000e-06 -1.84306787e-07 
 8.87280000e-06  2.87280000e+00  8.87280000e-06 -1.84318795e-07 
 8.88280000e-06  2.88280000e+00  8.88280000e-06 -1.84330796e-07 
 8.89280000e-06  2.89280000e+00  8.89280000e-06 -1.84342768e-07 
 8.90280000e-06  2.90280000e+00  8.90280000e-06 -1.84354733e-07 
 8.91280000e-06  2.91280000e+00  8.91280000e-06 -1.84366671e-07 
 8.92280000e-06  2.92280000e+00  8.92280000e-06 -1.84378602e-07 
 8.93280000e-06  2.93280000e+00  8.93280000e-06 -1.84390505e-07 
 8.94280000e-06  2.94280000e+00  8.94280000e-06 -1.84402402e-07 
 8.95280000e-06  2.95280000e+00  8.95280000e-06 -1.84414271e-07 
 8.96280000e-06  2.96280000e+00  8.96280000e-06 -1.84426134e-07 
 8.97280000e-06  2.97280000e+00  8.97280000e-06 -1.84437970e-07 
 8.98280000e-06  2.98280000e+00  8.98280000e-06 -1.84449800e-07 
 8.99280000e-06  2.99280000e+00  8.99280000e-06 -1.84461603e-07 
 9.00280000e-06  3.00280000e+00  9.00280000e-06 -1.84473400e-07 
 9.01280000e-06  3.01280000e+00  9.01280000e-06 -1.84485170e-07 
 9.02280000e-06  3.02280000e+00  9.02280000e-06 -1.84496935e-07 
 9.03280000e-06  3.03280000e+00  9.03280000e-06 -1.84508673e-07 
 9.04280000e-06  3.04280000e+00  9.04280000e-06 -1.84520405e-07 
 9.05280000e-06  3.05280000e+00  9.05280000e-06 -1.84532112e-07 
 9.06280000e-06  3.06280000e+00  9.06280000e-06 -1.84543813e-07 
 9.07280000e-06  3.07280000e+00  9.07280000e-06 -1.84555488e-07 
 9.08280000e-06  3.08280000e+00  9.08280000e-06 -1.84567157e-07 
 9.09280000e-06  3.09280000e+00  9.09280000e-06 -1.84578801e-07 
 9.10280000e-06  3.10280000e+00  9.10280000e-06 -1.84590440e-07 
 9.11280000e-06  3.11280000e+00  9.11280000e-06 -1.84602053e-07 
 9.12280000e-06  3.12280000e+00  9.12280000e-06 -1.84613661e-07 
 9.13280000e-06  3.13280000e+00  9.13280000e-06 -1.84625244e-07 
 9.14280000e-06  3.14280000e+00  9.14280000e-06 -1.84636823e-07 
 9.15280000e-06  3.15280000e+00  9.15280000e-06 -1.84648376e-07 
 9.16280000e-06  3.16280000e+00  9.16280000e-06 -1.84659924e-07 
 9.17280000e-06  3.17280000e+00  9.17280000e-06 -1.84671447e-07 
 9.18280000e-06  3.18280000e+00  9.18280000e-06 -1.84682966e-07 
 9.19280000e-06  3.19280000e+00  9.19280000e-06 -1.84694460e-07 
 9.20280000e-06  3.20280000e+00  9.20280000e-06 -1.84705950e-07 
 9.21280000e-06  3.21280000e+00  9.21280000e-06 -1.84717416e-07 
 9.22280000e-06  3.22280000e+00  9.22280000e-06 -1.84728877e-07 
 9.23280000e-06  3.23280000e+00  9.23280000e-06 -1.84740313e-07 
 9.24280000e-06  3.24280000e+00  9.24280000e-06 -1.84751746e-07 
 9.25280000e-06  3.25280000e+00  9.25280000e-06 -1.84763154e-07 
 9.26280000e-06  3.26280000e+00  9.26280000e-06 -1.84774559e-07 
 9.27280000e-06  3.27280000e+00  9.27280000e-06 -1.84785939e-07 
 9.28280000e-06  3.28280000e+00  9.28280000e-06 -1.84797316e-07 
 9.29280000e-06  3.29280000e+00  9.29280000e-06 -1.84808668e-07 
 9.30280000e-06  3.30280000e+00  9.30280000e-06 -1.84820017e-07 
 9.31280000e-06  3.31280000e+00  9.31280000e-06 -1.84831342e-07 
 9.32280000e-06  3.32280000e+00  9.32280000e-06 -1.84842664e-07 
 9.33280000e-06  3.33280000e+00  9.33280000e-06 -1.84853962e-07 
 9.34280000e-06  3.34280000e+00  9.34280000e-06 -1.84865257e-07 
 9.35280000e-06  3.35280000e+00  9.35280000e-06 -1.84876528e-07 
 9.36280000e-06  3.36280000e+00  9.36280000e-06 -1.84887796e-07 
 9.37280000e-06  3.37280000e+00  9.37280000e-06 -1.84899041e-07 
 9.38280000e-06  3.38280000e+00  9.38280000e-06 -1.84910282e-07 
 9.39280000e-06  3.39280000e+00  9.39280000e-06 -1.84921500e-07 
 9.40280000e-06  3.40280000e+00  9.40280000e-06 -1.84932716e-07 
 9.41280000e-06  3.41280000e+00  9.41280000e-06 -1.84943908e-07 
 9.42280000e-06  3.42280000e+00  9.42280000e-06 -1.84955097e-07 
 9.43280000e-06  3.43280000e+00  9.43280000e-06 -1.84966264e-07 
 9.44280000e-06  3.44280000e+00  9.44280000e-06 -1.84977427e-07 
 9.45280000e-06  3.45280000e+00  9.45280000e-06 -1.84988568e-07 
 9.46280000e-06  3.46280000e+00  9.46280000e-06 -1.84999706e-07 
 9.47280000e-06  3.47280000e+00  9.47280000e-06 -1.85010821e-07 
 9.48280000e-06  3.48280000e+00  9.48280000e-06 -1.85021934e-07 
 9.49280000e-06  3.49280000e+00  9.49280000e-06 -1.85033024e-07 
 9.50280000e-06  3.50280000e+00  9.50280000e-06 -1.85044112e-07 
 9.51280000e-06  3.51280000e+00  9.51280000e-06 -1.85055177e-07 
 9.52280000e-06  3.52280000e+00  9.52280000e-06 -1.85066240e-07 
 9.53280000e-06  3.53280000e+00  9.53280000e-06 -1.85077281e-07 
 9.54280000e-06  3.54280000e+00  9.54280000e-06 -1.85088319e-07 
 9.55280000e-06  3.55280000e+00  9.55280000e-06 -1.85099335e-07 
 9.56280000e-06  3.56280000e+00  9.56280000e-06 -1.85110349e-07 
 9.57280000e-06  3.57280000e+00  9.57280000e-06 -1.85121340e-07 
 9.58280000e-06  3.58280000e+00  9.58280000e-06 -1.85132330e-07 
 9.59280000e-06  3.59280000e+00  9.59280000e-06 -1.85143297e-07 
 9.60280000e-06  3.60280000e+00  9.60280000e-06 -1.85154263e-07 
 9.61280000e-06  3.61280000e+00  9.61280000e-06 -1.85165206e-07 
 9.62280000e-06  3.62280000e+00  9.62280000e-06 -1.85176148e-07 
 9.63280000e-06  3.63280000e+00  9.63280000e-06 -1.85187068e-07 
 9.64280000e-06  3.64280000e+00  9.64280000e-06 -1.85197986e-07 
 9.65280000e-06  3.65280000e+00  9.65280000e-06 -1.85208882e-07 
 9.66280000e-06  3.66280000e+00  9.66280000e-06 -1.85219776e-07 
 9.67280000e-06  3.67280000e+00  9.67280000e-06 -1.85230649e-07 
 9.68280000e-06  3.68280000e+00  9.68280000e-06 -1.85241520e-07 
 9.69280000e-06  3.69280000e+00  9.69280000e-06 -1.85252370e-07 
 9.70280000e-06  3.70280000e+00  9.70280000e-06 -1.85263218e-07 
 9.71280000e-06  3.71280000e+00  9.71280000e-06 -1.85274044e-07 
 9.72280000e-06  3.72280000e+00  9.72280000e-06 -1.85284869e-07 
 9.73280000e-06  3.73280000e+00  9.73280000e-06 -1.85295672e-07 
 9.74280000e-06  3.74280000e+00  9.74280000e-06 -1.85306474e-07 
 9.75280000e-06  3.75280000e+00  9.75280000e-06 -1.85317254e-07 
 9.76280000e-06  3.76280000e+00  9.76280000e-06 -1.85328034e-07 
 9.77280000e-06  3.77280000e+00  9.77280000e-06 -1.85338791e-07 
 9.78280000e-06  3.78280000e+00  9.78280000e-06 -1.85349548e-07 
 9.79280000e-06  3.79280000e+00  9.79280000e-06 -1.85360283e-07 
 9.80280000e-06  3.80280000e+00  9.80280000e-06 -1.85371018e-07 
 9.81280000e-06  3.81280000e+00  9.81280000e-06 -1.85381730e-07 
 9.82280000e-06  3.82280000e+00  9.82280000e-06 -1.85392442e-07 
 9.83280000e-06  3.83280000e+00  9.83280000e-06 -1.85403133e-07 
 9.84280000e-06  3.84280000e+00  9.84280000e-06 -1.85413822e-07 
 9.85280000e-06  3.85280000e+00  9.85280000e-06 -1.85424491e-07 
 9.86280000e-06  3.86280000e+00  9.86280000e-06 -1.85435158e-07 
 9.87280000e-06  3.87280000e+00  9.87280000e-06 -1.85445804e-07 
 9.88280000e-06  3.88280000e+00  9.88280000e-06 -1.85456450e-07 
 9.89280000e-06  3.89280000e+00  9.89280000e-06 -1.85467074e-07 
 9.90280000e-06  3.90280000e+00  9.90280000e-06 -1.85477698e-07 
 9.91280000e-06  3.91280000e+00  9.91280000e-06 -1.85488300e-07 
 9.92280000e-06  3.92280000e+00  9.92280000e-06 -1.85498902e-07 
 9.93280000e-06  3.93280000e+00  9.93280000e-06 -1.85509483e-07 
 9.94280000e-06  3.94280000e+00  9.94280000e-06 -1.85520063e-07 
 9.95280000e-06  3.95280000e+00  9.95280000e-06 -1.85530622e-07 
 9.96280000e-06  3.96280000e+00  9.96280000e-06 -1.85541181e-07 
 9.97280000e-06  3.97280000e+00  9.97280000e-06 -1.85551719e-07 
 9.98280000e-06  3.98280000e+00  9.98280000e-06 -1.85562256e-07 
 9.99280000e-06  3.99280000e+00  9.99280000e-06 -1.85572772e-07 
 1.00028000e-05  4.00280000e+00  1.00028000e-05 -1.85583287e-07 
 1.00128000e-05  4.01280000e+00  1.00128000e-05 -1.85593782e-07 
 1.00228000e-05  4.02280000e+00  1.00228000e-05 -1.85604277e-07 
 1.00328000e-05  4.03280000e+00  1.00328000e-05 -1.85614750e-07 
 1.00428000e-05  4.04280000e+00  1.00428000e-05 -1.85625223e-07 
 1.00528000e-05  4.05280000e+00  1.00528000e-05 -1.85635676e-07 
 1.00628000e-05  4.06280000e+00  1.00628000e-05 -1.85646128e-07 
 1.00728000e-05  4.07280000e+00  1.00728000e-05 -1.85656559e-07 
 1.00828000e-05  4.08280000e+00  1.00828000e-05 -1.85666990e-07 
 1.00928000e-05  4.09280000e+00  1.00928000e-05 -1.85677400e-07 
 1.01028000e-05  4.10280000e+00  1.01028000e-05 -1.85687810e-07 
 1.01128000e-05  4.11280000e+00  1.01128000e-05 -1.85698199e-07 
 1.01228000e-05  4.12280000e+00  1.01228000e-05 -1.85708588e-07 
 1.01328000e-05  4.13280000e+00  1.01328000e-05 -1.85718956e-07 
 1.01428000e-05  4.14280000e+00  1.01428000e-05 -1.85729324e-07 
 1.01528000e-05  4.15280000e+00  1.01528000e-05 -1.85739671e-07 
 1.01628000e-05  4.16280000e+00  1.01628000e-05 -1.85750018e-07 
 1.01728000e-05  4.17280000e+00  1.01728000e-05 -1.85760345e-07 
 1.01828000e-05  4.18280000e+00  1.01828000e-05 -1.85770671e-07 
 1.01928000e-05  4.19280000e+00  1.01928000e-05 -1.85780977e-07 
 1.02028000e-05  4.20280000e+00  1.02028000e-05 -1.85791283e-07 
 1.02128000e-05  4.21280000e+00  1.02128000e-05 -1.85801568e-07 
 1.02228000e-05  4.22280000e+00  1.02228000e-05 -1.85811852e-07 
 1.02328000e-05  4.23280000e+00  1.02328000e-05 -1.85822117e-07 
 1.02428000e-05  4.24280000e+00  1.02428000e-05 -1.85832381e-07 
 1.02528000e-05  4.25280000e+00  1.02528000e-05 -1.85842625e-07 
 1.02628000e-05  4.26280000e+00  1.02628000e-05 -1.85852869e-07 
 1.02728000e-05  4.27280000e+00  1.02728000e-05 -1.85863092e-07 
 1.02828000e-05  4.28280000e+00  1.02828000e-05 -1.85873315e-07 
 1.02928000e-05  4.29280000e+00  1.02928000e-05 -1.85883518e-07 
 1.03028000e-05  4.30280000e+00  1.03028000e-05 -1.85893720e-07 
 1.03128000e-05  4.31280000e+00  1.03128000e-05 -1.85903902e-07 
 1.03228000e-05  4.32280000e+00  1.03228000e-05 -1.85914085e-07 
 1.03328000e-05  4.33280000e+00  1.03328000e-05 -1.85924246e-07 
 1.03428000e-05  4.34280000e+00  1.03428000e-05 -1.85934408e-07 
 1.03528000e-05  4.35280000e+00  1.03528000e-05 -1.85944549e-07 
 1.03628000e-05  4.36280000e+00  1.03628000e-05 -1.85954690e-07 
 1.03728000e-05  4.37280000e+00  1.03728000e-05 -1.85964811e-07 
 1.03828000e-05  4.38280000e+00  1.03828000e-05 -1.85974932e-07 
 1.03928000e-05  4.39280000e+00  1.03928000e-05 -1.85985032e-07 
 1.04028000e-05  4.40280000e+00  1.04028000e-05 -1.85995133e-07 
 1.04128000e-05  4.41280000e+00  1.04128000e-05 -1.86005213e-07 
 1.04228000e-05  4.42280000e+00  1.04228000e-05 -1.86015293e-07 
 1.04328000e-05  4.43280000e+00  1.04328000e-05 -1.86025353e-07 
 1.04428000e-05  4.44280000e+00  1.04428000e-05 -1.86035412e-07 
 1.04528000e-05  4.45280000e+00  1.04528000e-05 -1.86045452e-07 
 1.04628000e-05  4.46280000e+00  1.04628000e-05 -1.86055491e-07 
