 0.00000000e+00 -6.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-10 -5.99990000e+00  1.00000000e-10 -4.00020012e-12 
 3.41280000e-06 -2.58720000e+00  3.41280000e-06 -5.07835863e-12 
 3.42280000e-06 -2.57720000e+00  3.42280000e-06 -5.39522645e-12 
 3.43280000e-06 -2.56720000e+00  3.43280000e-06 -5.80520393e-12 
 3.44280000e-06 -2.55720000e+00  3.44280000e-06 -6.33563415e-12 
 3.45280000e-06 -2.54720000e+00  3.45280000e-06 -7.02188466e-12 
 3.46280000e-06 -2.53720000e+00  3.46280000e-06 -9.00299074e-12 
 3.47280000e-06 -2.52720000e+00  3.47280000e-06 -1.04724987e-11 
 3.48280000e-06 -2.51720000e+00  3.48280000e-06 -1.23733184e-11 
 3.49280000e-06 -2.50720000e+00  3.49280000e-06 -1.48318569e-11 
 3.50280000e-06 -2.49720000e+00  3.50280000e-06 -1.80114626e-11 
 3.51280000e-06 -2.48720000e+00  3.51280000e-06 -2.21231677e-11 
 3.52280000e-06 -2.47720000e+00  3.52280000e-06 -2.74395146e-11 
 3.53280000e-06 -2.46720000e+00  3.53280000e-06 -3.43123484e-11 
 3.54280000e-06 -2.45720000e+00  3.54280000e-06 -4.31956707e-11 
 3.55280000e-06 -2.44720000e+00  3.55280000e-06 -5.46749639e-11 
 3.56280000e-06 -2.43720000e+00  3.56280000e-06 -6.95047353e-11 
 3.57280000e-06 -2.42720000e+00  3.57280000e-06 -8.86564868e-11 
 3.58280000e-06 -2.41720000e+00  3.58280000e-06 -1.13379825e-10 
 3.59280000e-06 -2.40720000e+00  3.59280000e-06 -1.45280052e-10 
 3.60280000e-06 -2.39720000e+00  3.60280000e-06 -1.86416245e-10 
 3.61280000e-06 -2.38720000e+00  3.61280000e-06 -2.39424598e-10 
 3.62280000e-06 -2.37720000e+00  3.62280000e-06 -3.07672468e-10 
 3.63280000e-06 -2.36720000e+00  3.63280000e-06 -3.95449174e-10 
 3.64280000e-06 -2.35720000e+00  3.64280000e-06 -5.08199770e-10 
 3.65280000e-06 -2.34720000e+00  3.65280000e-06 -6.52807534e-10 
 3.66280000e-06 -2.33720000e+00  3.66280000e-06 -8.37929183e-10 
 3.67280000e-06 -2.32720000e+00  3.67280000e-06 -1.07438312e-09 
 3.68280000e-06 -2.31720000e+00  3.68280000e-06 -1.37558429e-09 
 3.69280000e-06 -2.30720000e+00  3.69280000e-06 -1.75800830e-09 
 3.70280000e-06 -2.29720000e+00  3.70280000e-06 -2.24165078e-09 
 3.71280000e-06 -2.28720000e+00  3.71280000e-06 -2.85042478e-09 
 3.72280000e-06 -2.27720000e+00  3.72280000e-06 -3.61240910e-09 
 3.73280000e-06 -2.26720000e+00  3.73280000e-06 -4.55982673e-09 
 3.74280000e-06 -2.25720000e+00  3.74280000e-06 -5.72860117e-09 
 3.75280000e-06 -2.24720000e+00  3.75280000e-06 -7.15732222e-09 
 3.76280000e-06 -2.23720000e+00  3.76280000e-06 -8.88547026e-09 
 3.77280000e-06 -2.22720000e+00  3.77280000e-06 -1.09508203e-08 
 3.78280000e-06 -2.21720000e+00  3.78280000e-06 -1.33860894e-08 
 3.79280000e-06 -2.20720000e+00  3.79280000e-06 -1.62150970e-08 
 3.80280000e-06 -2.19720000e+00  3.80280000e-06 -1.94489382e-08 
 3.81280000e-06 -2.18720000e+00  3.81280000e-06 -2.30828403e-08 
 3.82280000e-06 -2.17720000e+00  3.82280000e-06 -2.70943929e-08 
 3.83280000e-06 -2.16720000e+00  3.83280000e-06 -3.14436470e-08 
 3.84280000e-06 -2.15720000e+00  3.84280000e-06 -3.60752021e-08 
 3.85280000e-06 -2.14720000e+00  3.85280000e-06 -4.09219710e-08 
 3.86280000e-06 -2.13720000e+00  3.86280000e-06 -4.59100074e-08 
 3.87280000e-06 -2.12720000e+00  3.87280000e-06 -5.09637072e-08 
 3.88280000e-06 -2.11720000e+00  3.88280000e-06 -5.60108226e-08 
 3.89280000e-06 -2.10720000e+00  3.89280000e-06 -6.09869040e-08 
 3.90280000e-06 -2.09720000e+00  3.90280000e-06 -6.58388842e-08 
 3.91280000e-06 -2.08720000e+00  3.91280000e-06 -7.05275031e-08 
 3.92280000e-06 -2.07720000e+00  3.92280000e-06 -7.50282660e-08 
 3.93280000e-06 -2.06720000e+00  3.93280000e-06 -7.93307416e-08 
 3.94280000e-06 -2.05720000e+00  3.94280000e-06 -8.34362850e-08 
 3.95280000e-06 -2.04720000e+00  3.95280000e-06 -8.73546038e-08 
 3.96280000e-06 -2.03720000e+00  3.96280000e-06 -9.10998421e-08 
 3.97280000e-06 -2.02720000e+00  3.97280000e-06 -9.46869131e-08 
 3.98280000e-06 -2.01720000e+00  3.98280000e-06 -9.81286678e-08 
 3.99280000e-06 -2.00720000e+00  3.99280000e-06 -1.01434214e-07 
 4.00280000e-06 -1.99720000e+00  4.00280000e-06 -1.04608406e-07 
 4.01280000e-06 -1.98720000e+00  4.01280000e-06 -1.07652286e-07 
 4.02280000e-06 -1.97720000e+00  4.02280000e-06 -1.10564154e-07 
 4.03280000e-06 -1.96720000e+00  4.03280000e-06 -1.13340895e-07 
 4.04280000e-06 -1.95720000e+00  4.04280000e-06 -1.15979277e-07 
 4.05280000e-06 -1.94720000e+00  4.05280000e-06 -1.18477013e-07 
 4.06280000e-06 -1.93720000e+00  4.06280000e-06 -1.20833482e-07 
 4.07280000e-06 -1.92720000e+00  4.07280000e-06 -1.23050094e-07 
 4.08280000e-06 -1.91720000e+00  4.08280000e-06 -1.25130343e-07 
 4.09280000e-06 -1.90720000e+00  4.09280000e-06 -1.27079614e-07 
 4.10280000e-06 -1.89720000e+00  4.10280000e-06 -1.28904830e-07 
 4.11280000e-06 -1.88720000e+00  4.11280000e-06 -1.30614026e-07 
 4.12280000e-06 -1.87720000e+00  4.12280000e-06 -1.32215900e-07 
 4.13280000e-06 -1.86720000e+00  4.13280000e-06 -1.33719406e-07 
 4.14280000e-06 -1.85720000e+00  4.14280000e-06 -1.35133395e-07 
 4.15280000e-06 -1.84720000e+00  4.15280000e-06 -1.36466349e-07 
 4.16280000e-06 -1.83720000e+00  4.16280000e-06 -1.37726177e-07 
 4.17280000e-06 -1.82720000e+00  4.17280000e-06 -1.38920099e-07 
 4.18280000e-06 -1.81720000e+00  4.18280000e-06 -1.40054587e-07 
 4.19280000e-06 -1.80720000e+00  4.19280000e-06 -1.41135351e-07 
 4.20280000e-06 -1.79720000e+00  4.20280000e-06 -1.42167373e-07 
 4.21280000e-06 -1.78720000e+00  4.21280000e-06 -1.43154961e-07 
 4.22280000e-06 -1.77720000e+00  4.22280000e-06 -1.44101815e-07 
 4.23280000e-06 -1.76720000e+00  4.23280000e-06 -1.45011103e-07 
 4.24280000e-06 -1.75720000e+00  4.24280000e-06 -1.45885538e-07 
 4.25280000e-06 -1.74720000e+00  4.25280000e-06 -1.46727452e-07 
 4.26280000e-06 -1.73720000e+00  4.26280000e-06 -1.47538857e-07 
 4.27280000e-06 -1.72720000e+00  4.27280000e-06 -1.48321505e-07 
 4.28280000e-06 -1.71720000e+00  4.28280000e-06 -1.49076937e-07 
 4.29280000e-06 -1.70720000e+00  4.29280000e-06 -1.49806526e-07 
 4.30280000e-06 -1.69720000e+00  4.30280000e-06 -1.50511505e-07 
 4.31280000e-06 -1.68720000e+00  4.31280000e-06 -1.51193000e-07 
 4.32280000e-06 -1.67720000e+00  4.32280000e-06 -1.51852047e-07 
 4.33280000e-06 -1.66720000e+00  4.33280000e-06 -1.52489609e-07 
 4.34280000e-06 -1.65720000e+00  4.34280000e-06 -1.53106591e-07 
 4.35280000e-06 -1.64720000e+00  4.35280000e-06 -1.53703846e-07 
 4.36280000e-06 -1.63720000e+00  4.36280000e-06 -1.54282181e-07 
 4.37280000e-06 -1.62720000e+00  4.37280000e-06 -1.54842368e-07 
 4.38280000e-06 -1.61720000e+00  4.38280000e-06 -1.55385142e-07 
 4.39280000e-06 -1.60720000e+00  4.39280000e-06 -1.55911206e-07 
 4.40280000e-06 -1.59720000e+00  4.40280000e-06 -1.56421233e-07 
 4.41280000e-06 -1.58720000e+00  4.41280000e-06 -1.56915867e-07 
 4.42280000e-06 -1.57720000e+00  4.42280000e-06 -1.57395725e-07 
 4.43280000e-06 -1.56720000e+00  4.43280000e-06 -1.57861398e-07 
 4.44280000e-06 -1.55720000e+00  4.44280000e-06 -1.58313451e-07 
 4.45280000e-06 -1.54720000e+00  4.45280000e-06 -1.58752425e-07 
 4.46280000e-06 -1.53720000e+00  4.46280000e-06 -1.59178837e-07 
 4.47280000e-06 -1.52720000e+00  4.47280000e-06 -1.59593181e-07 
 4.48280000e-06 -1.51720000e+00  4.48280000e-06 -1.59995929e-07 
 4.49280000e-06 -1.50720000e+00  4.49280000e-06 -1.60387534e-07 
 4.50280000e-06 -1.49720000e+00  4.50280000e-06 -1.60768424e-07 
 4.51280000e-06 -1.48720000e+00  4.51280000e-06 -1.61139012e-07 
 4.52280000e-06 -1.47720000e+00  4.52280000e-06 -1.61499689e-07 
 4.53280000e-06 -1.46720000e+00  4.53280000e-06 -1.61850830e-07 
 4.54280000e-06 -1.45720000e+00  4.54280000e-06 -1.62192792e-07 
 4.55280000e-06 -1.44720000e+00  4.55280000e-06 -1.62525915e-07 
 4.56280000e-06 -1.43720000e+00  4.56280000e-06 -1.62850525e-07 
 4.57280000e-06 -1.42720000e+00  4.57280000e-06 -1.63166933e-07 
 4.58280000e-06 -1.41720000e+00  4.58280000e-06 -1.63475434e-07 
 4.59280000e-06 -1.40720000e+00  4.59280000e-06 -1.63776312e-07 
 4.60280000e-06 -1.39720000e+00  4.60280000e-06 -1.64069836e-07 
 4.61280000e-06 -1.38720000e+00  4.61280000e-06 -1.64356265e-07 
 4.62280000e-06 -1.37720000e+00  4.62280000e-06 -1.64635845e-07 
 4.63280000e-06 -1.36720000e+00  4.63280000e-06 -1.64908811e-07 
 4.64280000e-06 -1.35720000e+00  4.64280000e-06 -1.65175389e-07 
 4.65280000e-06 -1.34720000e+00  4.65280000e-06 -1.65435795e-07 
 4.66280000e-06 -1.33720000e+00  4.66280000e-06 -1.65690234e-07 
 4.67280000e-06 -1.32720000e+00  4.67280000e-06 -1.65938904e-07 
 4.68280000e-06 -1.31720000e+00  4.68280000e-06 -1.66181993e-07 
 4.69280000e-06 -1.30720000e+00  4.69280000e-06 -1.66419683e-07 
 4.70280000e-06 -1.29720000e+00  4.70280000e-06 -1.66652147e-07 
 4.71280000e-06 -1.28720000e+00  4.71280000e-06 -1.66879550e-07 
 4.72280000e-06 -1.27720000e+00  4.72280000e-06 -1.67102053e-07 
 4.73280000e-06 -1.26720000e+00  4.73280000e-06 -1.67319807e-07 
 4.74280000e-06 -1.25720000e+00  4.74280000e-06 -1.67532960e-07 
 4.75280000e-06 -1.24720000e+00  4.75280000e-06 -1.67741652e-07 
 4.76280000e-06 -1.23720000e+00  4.76280000e-06 -1.67946019e-07 
 4.77280000e-06 -1.22720000e+00  4.77280000e-06 -1.68146190e-07 
 4.78280000e-06 -1.21720000e+00  4.78280000e-06 -1.68342290e-07 
 4.79280000e-06 -1.20720000e+00  4.79280000e-06 -1.68534438e-07 
 4.80280000e-06 -1.19720000e+00  4.80280000e-06 -1.68722751e-07 
 4.81280000e-06 -1.18720000e+00  4.81280000e-06 -1.68907339e-07 
 4.82280000e-06 -1.17720000e+00  4.82280000e-06 -1.69088310e-07 
 4.83280000e-06 -1.16720000e+00  4.83280000e-06 -1.69265765e-07 
 4.84280000e-06 -1.15720000e+00  4.84280000e-06 -1.69439803e-07 
 4.85280000e-06 -1.14720000e+00  4.85280000e-06 -1.69610521e-07 
 4.86280000e-06 -1.13720000e+00  4.86280000e-06 -1.69609986e-07 
 4.87280000e-06 -1.12720000e+00  4.87280000e-06 -1.69777485e-07 
 4.88280000e-06 -1.11720000e+00  4.88280000e-06 -1.69941853e-07 
 4.89280000e-06 -1.10720000e+00  4.89280000e-06 -1.70103155e-07 
 4.90280000e-06 -1.09720000e+00  4.90280000e-06 -1.70261495e-07 
 4.91280000e-06 -1.08720000e+00  4.91280000e-06 -1.70416932e-07 
 4.92280000e-06 -1.07720000e+00  4.92280000e-06 -1.70569562e-07 
 4.93280000e-06 -1.06720000e+00  4.93280000e-06 -1.70719439e-07 
 4.94280000e-06 -1.05720000e+00  4.94280000e-06 -1.70866656e-07 
 4.95280000e-06 -1.04720000e+00  4.95280000e-06 -1.71011261e-07 
 4.96280000e-06 -1.03720000e+00  4.96280000e-06 -1.71153341e-07 
 4.97280000e-06 -1.02720000e+00  4.97280000e-06 -1.71292941e-07 
 4.98280000e-06 -1.01720000e+00  4.98280000e-06 -1.71430143e-07 
 4.99280000e-06 -1.00720000e+00  4.99280000e-06 -1.71564988e-07 
 5.00280000e-06 -9.97200000e-01  5.00280000e-06 -1.71697554e-07 
 5.01280000e-06 -9.87200000e-01  5.01280000e-06 -1.71827878e-07 
 5.02280000e-06 -9.77200000e-01  5.02280000e-06 -1.71956034e-07 
 5.03280000e-06 -9.67200000e-01  5.03280000e-06 -1.72082055e-07 
 5.04280000e-06 -9.57200000e-01  5.04280000e-06 -1.72206014e-07 
 5.05280000e-06 -9.47200000e-01  5.05280000e-06 -1.72327939e-07 
 5.06280000e-06 -9.37200000e-01  5.06280000e-06 -1.72447898e-07 
 5.07280000e-06 -9.27200000e-01  5.07280000e-06 -1.72565919e-07 
 5.08280000e-06 -9.17200000e-01  5.08280000e-06 -1.72682067e-07 
 5.09280000e-06 -9.07200000e-01  5.09280000e-06 -1.72796365e-07 
 5.10280000e-06 -8.97200000e-01  5.10280000e-06 -1.72908877e-07 
 5.11280000e-06 -8.87200000e-01  5.11280000e-06 -1.73019622e-07 
 5.12280000e-06 -8.77200000e-01  5.12280000e-06 -1.73128663e-07 
 5.13280000e-06 -8.67200000e-01  5.13280000e-06 -1.73236017e-07 
 5.14280000e-06 -8.57200000e-01  5.14280000e-06 -1.73341742e-07 
 5.15280000e-06 -8.47200000e-01  5.15280000e-06 -1.73445855e-07 
 5.16280000e-06 -8.37200000e-01  5.16280000e-06 -1.73548411e-07 
 5.17280000e-06 -8.27200000e-01  5.17280000e-06 -1.73649426e-07 
 5.18280000e-06 -8.17200000e-01  5.18280000e-06 -1.73748952e-07 
 5.19280000e-06 -8.07200000e-01  5.19280000e-06 -1.73847002e-07 
 5.20280000e-06 -7.97200000e-01  5.20280000e-06 -1.73943629e-07 
 5.21280000e-06 -7.87200000e-01  5.21280000e-06 -1.74038842e-07 
 5.22280000e-06 -7.77200000e-01  5.22280000e-06 -1.74132693e-07 
 5.23280000e-06 -7.67200000e-01  5.23280000e-06 -1.74225189e-07 
 5.24280000e-06 -7.57200000e-01  5.24280000e-06 -1.74316380e-07 
 5.25280000e-06 -7.47200000e-01  5.25280000e-06 -1.74406273e-07 
 5.26280000e-06 -7.37200000e-01  5.26280000e-06 -1.74494915e-07 
 5.27280000e-06 -7.27200000e-01  5.27280000e-06 -1.74582312e-07 
 5.28280000e-06 -7.17200000e-01  5.28280000e-06 -1.74668510e-07 
 5.29280000e-06 -7.07200000e-01  5.29280000e-06 -1.74753513e-07 
 5.30280000e-06 -6.97200000e-01  5.30280000e-06 -1.74837366e-07 
 5.31280000e-06 -6.87200000e-01  5.31280000e-06 -1.74920071e-07 
 5.32280000e-06 -6.77200000e-01  5.32280000e-06 -1.75001673e-07 
 5.33280000e-06 -6.67200000e-01  5.33280000e-06 -1.75082172e-07 
 5.34280000e-06 -6.57200000e-01  5.34280000e-06 -1.75161612e-07 
 5.35280000e-06 -6.47200000e-01  5.35280000e-06 -1.75239993e-07 
 5.36280000e-06 -6.37200000e-01  5.36280000e-06 -1.75317356e-07 
 5.37280000e-06 -6.27200000e-01  5.37280000e-06 -1.75393701e-07 
 5.38280000e-06 -6.17200000e-01  5.38280000e-06 -1.75469068e-07 
 5.39280000e-06 -6.07200000e-01  5.39280000e-06 -1.75543455e-07 
 5.40280000e-06 -5.97200000e-01  5.40280000e-06 -1.75616902e-07 
 5.41280000e-06 -5.87200000e-01  5.41280000e-06 -1.75689406e-07 
 5.42280000e-06 -5.77200000e-01  5.42280000e-06 -1.75761007e-07 
 5.43280000e-06 -5.67200000e-01  5.43280000e-06 -1.75831699e-07 
 5.44280000e-06 -5.57200000e-01  5.44280000e-06 -1.75901522e-07 
 5.45280000e-06 -5.47200000e-01  5.45280000e-06 -1.75970471e-07 
 5.46280000e-06 -5.37200000e-01  5.46280000e-06 -1.76038583e-07 
 5.47280000e-06 -5.27200000e-01  5.47280000e-06 -1.76105852e-07 
 5.48280000e-06 -5.17200000e-01  5.48280000e-06 -1.76172315e-07 
 5.49280000e-06 -5.07200000e-01  5.49280000e-06 -1.76237967e-07 
 5.50280000e-06 -4.97200000e-01  5.50280000e-06 -1.76302842e-07 
 5.51280000e-06 -4.87200000e-01  5.51280000e-06 -1.76366935e-07 
 5.52280000e-06 -4.77200000e-01  5.52280000e-06 -1.76430280e-07 
 5.53280000e-06 -4.67200000e-01  5.53280000e-06 -1.76492869e-07 
 5.54280000e-06 -4.57200000e-01  5.54280000e-06 -1.76554738e-07 
 5.55280000e-06 -4.47200000e-01  5.55280000e-06 -1.76615878e-07 
 5.56280000e-06 -4.37200000e-01  5.56280000e-06 -1.76676323e-07 
 5.57280000e-06 -4.27200000e-01  5.57280000e-06 -1.76736065e-07 
 5.58280000e-06 -4.17200000e-01  5.58280000e-06 -1.76795136e-07 
 5.59280000e-06 -4.07200000e-01  5.59280000e-06 -1.76853528e-07 
 5.60280000e-06 -3.97200000e-01  5.60280000e-06 -1.76911274e-07 
 5.61280000e-06 -3.87200000e-01  5.61280000e-06 -1.76968363e-07 
 5.62280000e-06 -3.77200000e-01  5.62280000e-06 -1.77024829e-07 
 5.63280000e-06 -3.67200000e-01  5.63280000e-06 -1.77080660e-07 
 5.64280000e-06 -3.57200000e-01  5.64280000e-06 -1.77135889e-07 
 5.65280000e-06 -3.47200000e-01  5.65280000e-06 -1.77190506e-07 
 5.66280000e-06 -3.37200000e-01  5.66280000e-06 -1.77244540e-07 
 5.67280000e-06 -3.27200000e-01  5.67280000e-06 -1.77297983e-07 
 5.68280000e-06 -3.17200000e-01  5.68280000e-06 -1.77350863e-07 
 5.69280000e-06 -3.07200000e-01  5.69280000e-06 -1.77403170e-07 
 5.70280000e-06 -2.97200000e-01  5.70280000e-06 -1.77454935e-07 
 5.71280000e-06 -2.87200000e-01  5.71280000e-06 -1.77506145e-07 
 5.72280000e-06 -2.77200000e-01  5.72280000e-06 -1.77556831e-07 
 5.73280000e-06 -2.67200000e-01  5.73280000e-06 -1.77606980e-07 
 5.74280000e-06 -2.57200000e-01  5.74280000e-06 -1.77656621e-07 
 5.75280000e-06 -2.47200000e-01  5.75280000e-06 -1.77705744e-07 
 5.76280000e-06 -2.37200000e-01  5.76280000e-06 -1.77754376e-07 
 5.77280000e-06 -2.27200000e-01  5.77280000e-06 -1.77802505e-07 
 5.78280000e-06 -2.17200000e-01  5.78280000e-06 -1.77850160e-07 
 5.79280000e-06 -2.07200000e-01  5.79280000e-06 -1.77897328e-07 
 5.80280000e-06 -1.97200000e-01  5.80280000e-06 -1.77944037e-07 
 5.81280000e-06 -1.87200000e-01  5.81280000e-06 -1.77990275e-07 
 5.82280000e-06 -1.77200000e-01  5.82280000e-06 -1.78036068e-07 
 5.83280000e-06 -1.67200000e-01  5.83280000e-06 -1.78081404e-07 
 5.84280000e-06 -1.57200000e-01  5.84280000e-06 -1.78126310e-07 
 5.85280000e-06 -1.47200000e-01  5.85280000e-06 -1.78170773e-07 
 5.86280000e-06 -1.37200000e-01  5.86280000e-06 -1.78214819e-07 
 5.87280000e-06 -1.27200000e-01  5.87280000e-06 -1.78258436e-07 
 5.88280000e-06 -1.17200000e-01  5.88280000e-06 -1.78301651e-07 
 5.89280000e-06 -1.07200000e-01  5.89280000e-06 -1.78344448e-07 
 5.90280000e-06 -9.72000000e-02  5.90280000e-06 -1.78386855e-07 
 5.91280000e-06 -8.72000000e-02  5.91280000e-06 -1.78428858e-07 
 5.92280000e-06 -7.72000000e-02  5.92280000e-06 -1.78470482e-07 
 5.93280000e-06 -6.72000000e-02  5.93280000e-06 -1.78511715e-07 
 5.94280000e-06 -5.72000000e-02  5.94280000e-06 -1.78552581e-07 
 5.95280000e-06 -4.72000000e-02  5.95280000e-06 -1.78593066e-07 
 5.96280000e-06 -3.72000000e-02  5.96280000e-06 -1.78633197e-07 
 5.97280000e-06 -2.72000000e-02  5.97280000e-06 -1.78672957e-07 
 5.98280000e-06 -1.72000000e-02  5.98280000e-06 -1.78712374e-07 
 5.99280000e-06 -7.20000000e-03  5.99280000e-06 -1.78751431e-07 
 6.00280000e-06  2.80000000e-03  6.00280000e-06 -1.78790155e-07 
 6.01280000e-06  1.28000000e-02  6.01280000e-06 -1.78828531e-07 
 6.02280000e-06  2.28000000e-02  6.02280000e-06 -1.78866583e-07 
 6.03280000e-06  3.28000000e-02  6.03280000e-06 -1.78904296e-07 
 6.04280000e-06  4.28000000e-02  6.04280000e-06 -1.78941695e-07 
 6.05280000e-06  5.28000000e-02  6.05280000e-06 -1.78978765e-07 
 6.06280000e-06  6.28000000e-02  6.06280000e-06 -1.79015531e-07 
 6.07280000e-06  7.28000000e-02  6.07280000e-06 -1.79051977e-07 
 6.08280000e-06  8.28000000e-02  6.08280000e-06 -1.79088128e-07 
 6.09280000e-06  9.28000000e-02  6.09280000e-06 -1.79123967e-07 
 6.10280000e-06  1.02800000e-01  6.10280000e-06 -1.79159521e-07 
 6.11280000e-06  1.12800000e-01  6.11280000e-06 -1.79194771e-07 
 6.12280000e-06  1.22800000e-01  6.12280000e-06 -1.79229744e-07 
 6.13280000e-06  1.32800000e-01  6.13280000e-06 -1.79264423e-07 
 6.14280000e-06  1.42800000e-01  6.14280000e-06 -1.79298831e-07 
 6.15280000e-06  1.52800000e-01  6.15280000e-06 -1.79332954e-07 
 6.16280000e-06  1.62800000e-01  6.16280000e-06 -1.79366814e-07 
 6.17280000e-06  1.72800000e-01  6.17280000e-06 -1.79400396e-07 
 6.18280000e-06  1.82800000e-01  6.18280000e-06 -1.79433724e-07 
 6.19280000e-06  1.92800000e-01  6.19280000e-06 -1.79466780e-07 
 6.20280000e-06  2.02800000e-01  6.20280000e-06 -1.79499590e-07 
 6.21280000e-06  2.12800000e-01  6.21280000e-06 -1.79532135e-07 
 6.22280000e-06  2.22800000e-01  6.22280000e-06 -1.79564441e-07 
 6.23280000e-06  2.32800000e-01  6.23280000e-06 -1.79596490e-07 
 6.24280000e-06  2.42800000e-01  6.24280000e-06 -1.79628306e-07 
 6.25280000e-06  2.52800000e-01  6.25280000e-06 -1.79659871e-07 
 6.26280000e-06  2.62800000e-01  6.26280000e-06 -1.79691210e-07 
 6.27280000e-06  2.72800000e-01  6.27280000e-06 -1.79722306e-07 
 6.28280000e-06  2.82800000e-01  6.28280000e-06 -1.79753181e-07 
 6.29280000e-06  2.92800000e-01  6.29280000e-06 -1.79783819e-07 
 6.30280000e-06  3.02800000e-01  6.30280000e-06 -1.79814243e-07 
 6.31280000e-06  3.12800000e-01  6.31280000e-06 -1.79844436e-07 
 6.32280000e-06  3.22800000e-01  6.32280000e-06 -1.79874421e-07 
 6.33280000e-06  3.32800000e-01  6.33280000e-06 -1.79904180e-07 
 6.34280000e-06  3.42800000e-01  6.34280000e-06 -1.79933738e-07 
 6.35280000e-06  3.52800000e-01  6.35280000e-06 -1.79963075e-07 
 6.36280000e-06  3.62800000e-01  6.36280000e-06 -1.79992217e-07 
 6.37280000e-06  3.72800000e-01  6.37280000e-06 -1.80021144e-07 
 6.38280000e-06  3.82800000e-01  6.38280000e-06 -1.80049879e-07 
 6.39280000e-06  3.92800000e-01  6.39280000e-06 -1.80078406e-07 
 6.40280000e-06  4.02800000e-01  6.40280000e-06 -1.80106747e-07 
 6.41280000e-06  4.12800000e-01  6.41280000e-06 -1.80134885e-07 
 6.42280000e-06  4.22800000e-01  6.42280000e-06 -1.80162841e-07 
 6.43280000e-06  4.32800000e-01  6.43280000e-06 -1.80190599e-07 
 6.44280000e-06  4.42800000e-01  6.44280000e-06 -1.80218181e-07 
 6.45280000e-06  4.52800000e-01  6.45280000e-06 -1.80245569e-07 
 6.46280000e-06  4.62800000e-01  6.46280000e-06 -1.80272786e-07 
 6.47280000e-06  4.72800000e-01  6.47280000e-06 -1.80299814e-07 
 6.48280000e-06  4.82800000e-01  6.48280000e-06 -1.80326675e-07 
 6.49280000e-06  4.92800000e-01  6.49280000e-06 -1.80353351e-07 
 6.50280000e-06  5.02800000e-01  6.50280000e-06 -1.80379866e-07 
 6.51280000e-06  5.12800000e-01  6.51280000e-06 -1.80406200e-07 
 6.52280000e-06  5.22800000e-01  6.52280000e-06 -1.80432377e-07 
 6.53280000e-06  5.32800000e-01  6.53280000e-06 -1.80458377e-07 
 6.54280000e-06  5.42800000e-01  6.54280000e-06 -1.80484224e-07 
 6.55280000e-06  5.52800000e-01  6.55280000e-06 -1.80509900e-07 
 6.56280000e-06  5.62800000e-01  6.56280000e-06 -1.80535425e-07 
 6.57280000e-06  5.72800000e-01  6.57280000e-06 -1.80560783e-07 
 6.58280000e-06  5.82800000e-01  6.58280000e-06 -1.80585995e-07 
 6.59280000e-06  5.92800000e-01  6.59280000e-06 -1.80611044e-07 
 6.60280000e-06  6.02800000e-01  6.60280000e-06 -1.80635951e-07 
 6.61280000e-06  6.12800000e-01  6.61280000e-06 -1.80660697e-07 
 6.62280000e-06  6.22800000e-01  6.62280000e-06 -1.80685305e-07 
 6.63280000e-06  6.32800000e-01  6.63280000e-06 -1.80709757e-07 
 6.64280000e-06  6.42800000e-01  6.64280000e-06 -1.80734075e-07 
 6.65280000e-06  6.52800000e-01  6.65280000e-06 -1.80758239e-07 
 6.66280000e-06  6.62800000e-01  6.66280000e-06 -1.80782273e-07 
 6.67280000e-06  6.72800000e-01  6.67280000e-06 -1.80806157e-07 
 6.68280000e-06  6.82800000e-01  6.68280000e-06 -1.80829913e-07 
 6.69280000e-06  6.92800000e-01  6.69280000e-06 -1.80853524e-07 
 6.70280000e-06  7.02800000e-01  6.70280000e-06 -1.80877010e-07 
 6.71280000e-06  7.12800000e-01  6.71280000e-06 -1.80900353e-07 
 6.72280000e-06  7.22800000e-01  6.72280000e-06 -1.80923575e-07 
 6.73280000e-06  7.32800000e-01  6.73280000e-06 -1.80946657e-07 
 6.74280000e-06  7.42800000e-01  6.74280000e-06 -1.80969621e-07 
 6.75280000e-06  7.52800000e-01  6.75280000e-06 -1.80992449e-07 
 6.76280000e-06  7.62800000e-01  6.76280000e-06 -1.81015161e-07 
 6.77280000e-06  7.72800000e-01  6.77280000e-06 -1.81037740e-07 
 6.78280000e-06  7.82800000e-01  6.78280000e-06 -1.81060207e-07 
 6.79280000e-06  7.92800000e-01  6.79280000e-06 -1.81082542e-07 
 6.80280000e-06  8.02800000e-01  6.80280000e-06 -1.81104769e-07 
 6.81280000e-06  8.12800000e-01  6.81280000e-06 -1.81126867e-07 
 6.82280000e-06  8.22800000e-01  6.82280000e-06 -1.81148859e-07 
 6.83280000e-06  8.32800000e-01  6.83280000e-06 -1.81170726e-07 
 6.84280000e-06  8.42800000e-01  6.84280000e-06 -1.81192488e-07 
 6.85280000e-06  8.52800000e-01  6.85280000e-06 -1.81214128e-07 
 6.86280000e-06  8.62800000e-01  6.86280000e-06 -1.81235667e-07 
 6.87280000e-06  8.72800000e-01  6.87280000e-06 -1.81257086e-07 
 6.88280000e-06  8.82800000e-01  6.88280000e-06 -1.81278406e-07 
 6.89280000e-06  8.92800000e-01  6.89280000e-06 -1.81299608e-07 
 6.90280000e-06  9.02800000e-01  6.90280000e-06 -1.81320714e-07 
