 0.00000000e+00 -8.27604651e-12  0.00000000e+00 -4.36397585e-11  0.00000000e+00 -3.37112005e-11 
 2.41270862e-04 -8.27604651e-12  2.41270862e-04 -4.36557457e-11  2.41270862e-04 -3.37112005e-11 
 2.41320862e-04 -8.27604651e-12  2.41320862e-04 -4.36557457e-11  2.41320862e-04 -3.37112005e-11 
 2.41370862e-04 -8.27604651e-12  2.41370862e-04 -4.36557457e-11  2.41370862e-04 -3.37112005e-11 
 2.41420862e-04 -8.27604651e-12  2.41420862e-04 -4.36557457e-11  2.41420862e-04 -3.37112005e-11 
 2.41470862e-04 -8.27604651e-12  2.41470862e-04 -4.36557457e-11  2.41470862e-04 -3.37112005e-11 
 2.41520862e-04 -8.27604651e-12  2.41520862e-04 -4.36557457e-11  2.41520862e-04 -3.37112005e-11 
 2.41570862e-04 -8.27604651e-12  2.41570862e-04 -4.36557457e-11  2.41570862e-04 -3.37112005e-11 
 2.41620862e-04 -8.27604651e-12  2.41620862e-04 -4.36557457e-11  2.41620862e-04 -3.37112005e-11 
 2.41670862e-04 -8.27604651e-12  2.41670862e-04 -4.36557457e-11  2.41670862e-04 -3.37112005e-11 
 2.41720862e-04 -8.27604651e-12  2.41720862e-04 -4.36557457e-11  2.41720862e-04 -3.37111450e-11 
 2.41770862e-04 -8.27604651e-12  2.41770862e-04 -4.36557457e-11  2.41770862e-04 -3.37112005e-11 
 2.41820862e-04 -8.27604651e-12  2.41820862e-04 -4.36557457e-11  2.41820862e-04 -3.37112005e-11 
 2.41870862e-04 -8.27604651e-12  2.41870862e-04 -4.36557457e-11  2.41870862e-04 -3.37112005e-11 
 2.41920862e-04 -8.27604651e-12  2.41920862e-04 -4.36557457e-11  2.41920862e-04 -3.37112005e-11 
 2.41970862e-04 -8.27604651e-12  2.41970862e-04 -4.36557457e-11  2.41970862e-04 -3.37112005e-11 
 2.42020862e-04 -8.27604651e-12  2.42020862e-04 -4.36557457e-11  2.42020862e-04 -3.37112005e-11 
 2.42070862e-04 -8.27604651e-12  2.42070862e-04 -4.36557457e-11  2.42070862e-04 -3.37112005e-11 
 2.42120862e-04 -8.27604651e-12  2.42120862e-04 -4.36557457e-11  2.42120862e-04 -3.37111450e-11 
 2.42170862e-04 -8.27604651e-12  2.42170862e-04 -4.36557457e-11  2.42170862e-04 -3.37112005e-11 
 2.42220862e-04 -8.27604651e-12  2.42220862e-04 -4.36557457e-11  2.42220862e-04 -3.37111450e-11 
 2.42270862e-04 -8.27604651e-12  2.42270862e-04 -4.36557457e-11  2.42270862e-04 -3.37112005e-11 
 2.42320862e-04 -8.27604651e-12  2.42320862e-04 -4.36557457e-11  2.42320862e-04 -3.37112005e-11 
 2.42370862e-04 -8.27604651e-12  2.42370862e-04 -4.36557457e-11  2.42370862e-04 -3.37112005e-11 
 2.42420862e-04 -8.27604651e-12  2.42420862e-04 -4.36557457e-11  2.42420862e-04 -3.37112005e-11 
 2.42470862e-04 -8.27604651e-12  2.42470862e-04 -4.36557457e-11  2.42470862e-04 -3.37112005e-11 
 2.42520862e-04 -8.27604651e-12  2.42520862e-04 -4.36557457e-11  2.42520862e-04 -3.37112005e-11 
 2.42570862e-04 -8.27604651e-12  2.42570862e-04 -4.36557457e-11  2.42570862e-04 -3.37112005e-11 
 2.42620862e-04 -8.27604651e-12  2.42620862e-04 -4.36557457e-11  2.42620862e-04 -3.37112005e-11 
 2.42670862e-04 -8.27604651e-12  2.42670862e-04 -4.36557457e-11  2.42670862e-04 -3.37112005e-11 
 2.42720862e-04 -8.27604651e-12  2.42720862e-04 -4.36557457e-11  2.42720862e-04 -3.37111450e-11 
 2.42770862e-04 -8.27604651e-12  2.42770862e-04 -4.36557457e-11  2.42770862e-04 -3.37112005e-11 
 2.42820862e-04 -8.27604651e-12  2.42820862e-04 -4.36539693e-11  2.42820862e-04 -3.37112005e-11 
 2.42870862e-04 -8.27604651e-12  2.42870862e-04 -4.36539693e-11  2.42870862e-04 -3.37112005e-11 
 2.42920862e-04 -8.27604651e-12  2.42920862e-04 -4.36539693e-11  2.42920862e-04 -3.37112005e-11 
 2.42970862e-04 -8.27604651e-12  2.42970862e-04 -4.36539693e-11  2.42970862e-04 -3.37112005e-11 
 2.43020862e-04 -8.27604651e-12  2.43020862e-04 -4.36539693e-11  2.43020862e-04 -3.37112005e-11 
 2.43070862e-04 -8.27604651e-12  2.43070862e-04 -4.36539693e-11  2.43070862e-04 -3.37112005e-11 
 2.43120862e-04 -8.27604651e-12  2.43120862e-04 -4.36539693e-11  2.43120862e-04 -3.37112005e-11 
 2.43170862e-04 -8.27604651e-12  2.43170862e-04 -4.36539693e-11  2.43170862e-04 -3.37112005e-11 
 2.43220862e-04 -8.27604651e-12  2.43220862e-04 -4.36539693e-11  2.43220862e-04 -3.37112005e-11 
 2.43270862e-04 -8.27604651e-12  2.43270862e-04 -4.36539693e-11  2.43270862e-04 -3.37112005e-11 
 2.43320862e-04 -8.27604651e-12  2.43320862e-04 -4.36539693e-11  2.43320862e-04 -3.37112005e-11 
 2.43370862e-04 -8.27604651e-12  2.43370862e-04 -4.36539693e-11  2.43370862e-04 -3.37112005e-11 
 2.43420862e-04 -8.27604651e-12  2.43420862e-04 -4.36539693e-11  2.43420862e-04 -3.37112005e-11 
 2.43470862e-04 -8.27604651e-12  2.43470862e-04 -4.36539693e-11  2.43470862e-04 -3.37112005e-11 
 2.43520862e-04 -8.27604651e-12  2.43520862e-04 -4.36539693e-11  2.43520862e-04 -3.37112005e-11 
 2.43570862e-04 -8.27604651e-12  2.43570862e-04 -4.36539693e-11  2.43570862e-04 -3.37112005e-11 
 2.43620862e-04 -8.27604651e-12  2.43620862e-04 -4.36539693e-11  2.43620862e-04 -3.37112005e-11 
 2.43670862e-04 -8.27604651e-12  2.43670862e-04 -4.36539693e-11  2.43670862e-04 -3.37111450e-11 
 2.43720862e-04 -8.27604651e-12  2.43720862e-04 -4.36539693e-11  2.43720862e-04 -3.37112005e-11 
 2.43770862e-04 -8.27604651e-12  2.43770862e-04 -4.36539693e-11  2.43770862e-04 -3.37112005e-11 
 2.43820862e-04 -8.27604651e-12  2.43820862e-04 -4.36539693e-11  2.43820862e-04 -3.37112005e-11 
 2.43870862e-04 -8.27604651e-12  2.43870862e-04 -4.36539693e-11  2.43870862e-04 -3.37112005e-11 
 2.43920862e-04 -8.27604651e-12  2.43920862e-04 -4.36539693e-11  2.43920862e-04 -3.37112005e-11 
 2.43970862e-04 -8.27604651e-12  2.43970862e-04 -4.36539693e-11  2.43970862e-04 -3.37112005e-11 
 2.44020862e-04 -8.27604651e-12  2.44020862e-04 -4.36539693e-11  2.44020862e-04 -3.37112005e-11 
 2.44070862e-04 -8.27604651e-12  2.44070862e-04 -4.36539693e-11  2.44070862e-04 -3.37112005e-11 
 2.44120862e-04 -8.27604651e-12  2.44120862e-04 -4.36539693e-11  2.44120862e-04 -3.37112005e-11 
 2.44170862e-04 -8.27604651e-12  2.44170862e-04 -4.36539693e-11  2.44170862e-04 -3.37112005e-11 
 2.44220862e-04 -8.27604651e-12  2.44220862e-04 -4.36539693e-11  2.44220862e-04 -3.37112005e-11 
 2.44270862e-04 -8.27604651e-12  2.44270862e-04 -4.36539693e-11  2.44270862e-04 -3.37111450e-11 
 2.44320862e-04 -8.27604651e-12  2.44320862e-04 -4.36539693e-11  2.44320862e-04 -3.37112005e-11 
 2.44370862e-04 -8.27604651e-12  2.44370862e-04 -4.36539693e-11  2.44370862e-04 -3.37112005e-11 
 2.44420862e-04 -8.27604651e-12  2.44420862e-04 -4.36539693e-11  2.44420862e-04 -3.37112005e-11 
 2.44470862e-04 -8.27604651e-12  2.44470862e-04 -4.36539693e-11  2.44470862e-04 -3.37111450e-11 
 2.44520862e-04 -8.27604651e-12  2.44520862e-04 -4.36539693e-11  2.44520862e-04 -3.37112005e-11 
 2.44570862e-04 -8.27604651e-12  2.44570862e-04 -4.36539693e-11  2.44570862e-04 -3.37112005e-11 
 2.44620862e-04 -8.27604651e-12  2.44620862e-04 -4.36539693e-11  2.44620862e-04 -3.37112005e-11 
 2.44670862e-04 -8.27604651e-12  2.44670862e-04 -4.36539693e-11  2.44670862e-04 -3.37112005e-11 
 2.44720862e-04 -8.27604651e-12  2.44720862e-04 -4.36539693e-11  2.44720862e-04 -3.37112005e-11 
 2.44770862e-04 -8.27604651e-12  2.44770862e-04 -4.36539693e-11  2.44770862e-04 -3.37112005e-11 
 2.44820862e-04 -8.27604651e-12  2.44820862e-04 -4.36539693e-11  2.44820862e-04 -3.37112005e-11 
 2.44870862e-04 -8.27604651e-12  2.44870862e-04 -4.36539693e-11  2.44870862e-04 -3.37112005e-11 
 2.44920862e-04 -8.27604651e-12  2.44920862e-04 -4.36539693e-11  2.44920862e-04 -3.37112005e-11 
 2.44970862e-04 -8.27604651e-12  2.44970862e-04 -4.36539693e-11  2.44970862e-04 -3.37112005e-11 
 2.45020862e-04 -8.27604651e-12  2.45020862e-04 -4.36539693e-11  2.45020862e-04 -3.37112005e-11 
 2.45070862e-04 -8.27604651e-12  2.45070862e-04 -4.36539693e-11  2.45070862e-04 -3.37112005e-11 
 2.45120862e-04 -8.27604651e-12  2.45120862e-04 -4.36539693e-11  2.45120862e-04 -3.37112005e-11 
 2.45170862e-04 -8.27604651e-12  2.45170862e-04 -4.36539693e-11  2.45170862e-04 -3.37112005e-11 
 2.45220862e-04 -8.27604651e-12  2.45220862e-04 -4.36539693e-11  2.45220862e-04 -3.37112005e-11 
 2.45270862e-04 -8.27604651e-12  2.45270862e-04 -4.36539693e-11  2.45270862e-04 -3.37112005e-11 
 2.45320862e-04 -8.27604651e-12  2.45320862e-04 -4.36539693e-11  2.45320862e-04 -3.37112005e-11 
 2.45370862e-04 -8.27604651e-12  2.45370862e-04 -4.36539693e-11  2.45370862e-04 -3.37112005e-11 
 2.45420862e-04 -8.27604651e-12  2.45420862e-04 -4.36539693e-11  2.45420862e-04 -3.37112005e-11 
 2.45470862e-04 -8.27604651e-12  2.45470862e-04 -4.36539693e-11  2.45470862e-04 -3.37112005e-11 
 2.45520862e-04 -8.27604651e-12  2.45520862e-04 -4.36539693e-11  2.45520862e-04 -3.37112005e-11 
 2.45570862e-04 -8.27604651e-12  2.45570862e-04 -4.36539693e-11  2.45570862e-04 -3.37112005e-11 
 2.45620862e-04 -8.27604651e-12  2.45620862e-04 -4.36539693e-11  2.45620862e-04 -3.37112005e-11 
 2.45670862e-04 -8.27604651e-12  2.45670862e-04 -4.36539693e-11  2.45670862e-04 -3.37112005e-11 
 2.45720862e-04 -8.27604651e-12  2.45720862e-04 -4.36539693e-11  2.45720862e-04 -3.37112005e-11 
 2.45770862e-04 -8.27604651e-12  2.45770862e-04 -4.36521930e-11  2.45770862e-04 -3.37112005e-11 
 2.45820862e-04 -8.27604651e-12  2.45820862e-04 -4.36521930e-11  2.45820862e-04 -3.37112005e-11 
 2.45870862e-04 -8.27604651e-12  2.45870862e-04 -4.36521930e-11  2.45870862e-04 -3.37111450e-11 
 2.45920862e-04 -8.27604651e-12  2.45920862e-04 -4.36521930e-11  2.45920862e-04 -3.37112005e-11 
 2.45970862e-04 -8.27604651e-12  2.45970862e-04 -4.36539693e-11  2.45970862e-04 -3.37112005e-11 
 2.46020862e-04 -8.27604651e-12  2.46020862e-04 -4.36539693e-11  2.46020862e-04 -3.37112005e-11 
 2.46070862e-04 -8.27604651e-12  2.46070862e-04 -4.36539693e-11  2.46070862e-04 -3.37112005e-11 
 2.46120862e-04 -8.27604651e-12  2.46120862e-04 -4.36539693e-11  2.46120862e-04 -3.37111450e-11 
 2.46170862e-04 -8.27604651e-12  2.46170862e-04 -4.36539693e-11  2.46170862e-04 -3.37111450e-11 
 2.46220862e-04 -8.27604651e-12  2.46220862e-04 -4.36539693e-11  2.46220862e-04 -3.37111450e-11 
 2.46270862e-04 -8.27604651e-12  2.46270862e-04 -4.36539693e-11  2.46270862e-04 -3.37112005e-11 
 2.46320862e-04 -8.27604651e-12  2.46320862e-04 -4.36539693e-11  2.46320862e-04 -3.37112005e-11 
 2.46370862e-04 -8.27604651e-12  2.46370862e-04 -4.36539693e-11  2.46370862e-04 -3.37112005e-11 
 2.46420862e-04 -8.27604651e-12  2.46420862e-04 -4.36539693e-11  2.46420862e-04 -3.37112005e-11 
 2.46470862e-04 -8.27604651e-12  2.46470862e-04 -4.36539693e-11  2.46470862e-04 -3.37111450e-11 
 2.46520862e-04 -8.27604651e-12  2.46520862e-04 -4.36539693e-11  2.46520862e-04 -3.37111450e-11 
 2.46570862e-04 -8.27604651e-12  2.46570862e-04 -4.36539693e-11  2.46570862e-04 -3.37112005e-11 
 2.46620862e-04 -8.27604651e-12  2.46620862e-04 -4.36539693e-11  2.46620862e-04 -3.37112005e-11 
 2.46670862e-04 -8.27604651e-12  2.46670862e-04 -4.36539693e-11  2.46670862e-04 -3.37112005e-11 
 2.46720862e-04 -8.27604651e-12  2.46720862e-04 -4.36539693e-11  2.46720862e-04 -3.37112005e-11 
 2.46770862e-04 -8.27604651e-12  2.46770862e-04 -4.36539693e-11  2.46770862e-04 -3.37112005e-11 
 2.46820862e-04 -8.27604651e-12  2.46820862e-04 -4.36539693e-11  2.46820862e-04 -3.37112005e-11 
 2.46870862e-04 -8.27604651e-12  2.46870862e-04 -4.36539693e-11  2.46870862e-04 -3.37112005e-11 
 2.46920862e-04 -8.27604651e-12  2.46920862e-04 -4.36539693e-11  2.46920862e-04 -3.37112005e-11 
 2.46970862e-04 -8.27604651e-12  2.46970862e-04 -4.36539693e-11  2.46970862e-04 -3.37111450e-11 
 2.47020862e-04 -8.27604651e-12  2.47020862e-04 -4.36539693e-11  2.47020862e-04 -3.37112005e-11 
 2.47070862e-04 -8.27604651e-12  2.47070862e-04 -4.36539693e-11  2.47070862e-04 -3.37112005e-11 
 2.47120862e-04 -8.27604651e-12  2.47120862e-04 -4.36539693e-11  2.47120862e-04 -3.37112005e-11 
 2.47170862e-04 -8.27604651e-12  2.47170862e-04 -4.36539693e-11  2.47170862e-04 -3.37112005e-11 
 2.47220862e-04 -8.27604651e-12  2.47220862e-04 -4.36539693e-11  2.47220862e-04 -3.37112005e-11 
 2.47270862e-04 -8.27604651e-12  2.47270862e-04 -4.36539693e-11  2.47270862e-04 -3.37112005e-11 
 2.47320862e-04 -8.27604651e-12  2.47320862e-04 -4.36539693e-11  2.47320862e-04 -3.37111450e-11 
 2.47370862e-04 -8.27604651e-12  2.47370862e-04 -4.36539693e-11  2.47370862e-04 -3.37112005e-11 
 2.47420862e-04 -8.27604651e-12  2.47420862e-04 -4.36539693e-11  2.47420862e-04 -3.37112005e-11 
 2.47470862e-04 -8.27604651e-12  2.47470862e-04 -4.36521930e-11  2.47470862e-04 -3.37111450e-11 
 2.47520862e-04 -8.27604651e-12  2.47520862e-04 -4.36521930e-11  2.47520862e-04 -3.37112005e-11 
 2.47570862e-04 -8.27604651e-12  2.47570862e-04 -4.36521930e-11  2.47570862e-04 -3.37112005e-11 
 2.47620862e-04 -8.27604651e-12  2.47620862e-04 -4.36521930e-11  2.47620862e-04 -3.37112005e-11 
 2.47670862e-04 -8.27604651e-12  2.47670862e-04 -4.36521930e-11  2.47670862e-04 -3.37112005e-11 
 2.47720862e-04 -8.27604651e-12  2.47720862e-04 -4.36521930e-11  2.47720862e-04 -3.37112005e-11 
 2.47770862e-04 -8.27604651e-12  2.47770862e-04 -4.36521930e-11  2.47770862e-04 -3.37112005e-11 
 2.47820862e-04 -8.27604651e-12  2.47820862e-04 -4.36521930e-11  2.47820862e-04 -3.37112005e-11 
 2.47870862e-04 -8.27604651e-12  2.47870862e-04 -4.36521930e-11  2.47870862e-04 -3.37112005e-11 
 2.47920862e-04 -8.27604651e-12  2.47920862e-04 -4.36521930e-11  2.47920862e-04 -3.37111450e-11 
 2.47970862e-04 -8.27604651e-12  2.47970862e-04 -4.36521930e-11  2.47970862e-04 -3.37112005e-11 
 2.48020862e-04 -8.27604651e-12  2.48020862e-04 -4.36521930e-11  2.48020862e-04 -3.37112005e-11 
 2.48070862e-04 -8.27604651e-12  2.48070862e-04 -4.36521930e-11  2.48070862e-04 -3.37111450e-11 
 2.48120862e-04 -8.27604651e-12  2.48120862e-04 -4.36521930e-11  2.48120862e-04 -3.37112005e-11 
 2.48170862e-04 -8.27604651e-12  2.48170862e-04 -4.36521930e-11  2.48170862e-04 -3.37112005e-11 
 2.48220862e-04 -8.27604651e-12  2.48220862e-04 -4.36521930e-11  2.48220862e-04 -3.37112005e-11 
 2.48270862e-04 -8.27604651e-12  2.48270862e-04 -4.36521930e-11  2.48270862e-04 -3.37112005e-11 
 2.48320862e-04 -8.27604651e-12  2.48320862e-04 -4.36521930e-11  2.48320862e-04 -3.37112005e-11 
 2.48370862e-04 -8.27604651e-12  2.48370862e-04 -4.36521930e-11  2.48370862e-04 -3.37112005e-11 
 2.48420862e-04 -8.27604651e-12  2.48420862e-04 -4.36521930e-11  2.48420862e-04 -3.37112005e-11 
 2.48470862e-04 -8.27604651e-12  2.48470862e-04 -4.36521930e-11  2.48470862e-04 -3.37112005e-11 
 2.48520862e-04 -8.27604651e-12  2.48520862e-04 -4.36521930e-11  2.48520862e-04 -3.37112005e-11 
 2.48570862e-04 -8.27604651e-12  2.48570862e-04 -4.36521930e-11  2.48570862e-04 -3.37112005e-11 
 2.48620862e-04 -8.27604651e-12  2.48620862e-04 -4.36521930e-11  2.48620862e-04 -3.37112005e-11 
 2.48670862e-04 -8.27604651e-12  2.48670862e-04 -4.36521930e-11  2.48670862e-04 -3.37111450e-11 
 2.48720862e-04 -8.27604651e-12  2.48720862e-04 -4.36521930e-11  2.48720862e-04 -3.37112005e-11 
 2.48770862e-04 -8.27604651e-12  2.48770862e-04 -4.36521930e-11  2.48770862e-04 -3.37112005e-11 
 2.48820862e-04 -8.27604651e-12  2.48820862e-04 -4.36521930e-11  2.48820862e-04 -3.37112005e-11 
 2.48870862e-04 -8.27604651e-12  2.48870862e-04 -4.36521930e-11  2.48870862e-04 -3.37112005e-11 
 2.48920862e-04 -8.27604651e-12  2.48920862e-04 -4.36504166e-11  2.48920862e-04 -3.37112005e-11 
 2.48970862e-04 -8.27604651e-12  2.48970862e-04 -4.36504166e-11  2.48970862e-04 -3.37112005e-11 
 2.49020862e-04 -8.27604651e-12  2.49020862e-04 -4.36504166e-11  2.49020862e-04 -3.37112005e-11 
 2.49070862e-04 -8.27604651e-12  2.49070862e-04 -4.36504166e-11  2.49070862e-04 -3.37112005e-11 
 2.49120862e-04 -8.27604651e-12  2.49120862e-04 -4.36504166e-11  2.49120862e-04 -3.37112005e-11 
 2.49170862e-04 -8.27604651e-12  2.49170862e-04 -4.36504166e-11  2.49170862e-04 -3.37112005e-11 
 2.49220862e-04 -8.27604651e-12  2.49220862e-04 -4.36504166e-11  2.49220862e-04 -3.37112005e-11 
 2.49270862e-04 -8.27604651e-12  2.49270862e-04 -4.36486403e-11  2.49270862e-04 -3.37112005e-11 
 2.49320862e-04 -8.27604651e-12  2.49320862e-04 -4.36486403e-11  2.49320862e-04 -3.37112005e-11 
 2.49370862e-04 -8.27604651e-12  2.49370862e-04 -4.36486403e-11  2.49370862e-04 -3.37111450e-11 
 2.49420862e-04 -8.27604651e-12  2.49420862e-04 -4.36486403e-11  2.49420862e-04 -3.37112005e-11 
 2.49470862e-04 -8.27604651e-12  2.49470862e-04 -4.36486403e-11  2.49470862e-04 -3.37112005e-11 
 2.49520862e-04 -8.27604651e-12  2.49520862e-04 -4.36486403e-11  2.49520862e-04 -3.37112005e-11 
 2.49570862e-04 -8.27604651e-12  2.49570862e-04 -4.36486403e-11  2.49570862e-04 -3.37111450e-11 
 2.49620862e-04 -8.27604651e-12  2.49620862e-04 -4.36486403e-11  2.49620862e-04 -3.37112005e-11 
 2.49670862e-04 -8.27604651e-12  2.49670862e-04 -4.36486403e-11  2.49670862e-04 -3.37112005e-11 
 2.49720862e-04 -8.27604651e-12  2.49720862e-04 -4.36486403e-11  2.49720862e-04 -3.37112005e-11 
 2.49770862e-04 -8.27604651e-12  2.49770862e-04 -4.36486403e-11  2.49770862e-04 -3.37112005e-11 
 2.49820862e-04 -8.27604651e-12  2.49820862e-04 -4.36486403e-11  2.49820862e-04 -3.37112005e-11 
 2.49870862e-04 -8.27604651e-12  2.49870862e-04 -4.36486403e-11  2.49870862e-04 -3.37112005e-11 
 2.49920862e-04 -8.27604651e-12  2.49920862e-04 -4.36486403e-11  2.49920862e-04 -3.37112005e-11 
 2.49960431e-04 -8.27604651e-12  2.49960431e-04 -4.36486403e-11  2.49960431e-04 -3.37112005e-11 
 2.50000000e-04 -8.27604651e-12  2.50000000e-04 -4.36486403e-11  2.50000000e-04 -3.37112005e-11 
 2.50005000e-04  3.18607363e-11  2.50005000e-04 -3.60317465e-09  2.50005000e-04 -3.30915012e-09 
 2.50015000e-04 -7.18502884e-07  2.50015000e-04 -8.71837635e-05  2.50015000e-04 -8.45471571e-05 
 2.50024386e-04 -1.84597013e-03  2.50024386e-04 -8.86434329e-03  2.50024386e-04 -8.74610654e-03 
 2.50033304e-04 -2.08125980e-02  2.50033304e-04 -3.64402382e-02  2.50033304e-04 -3.52979298e-02 
 2.50043562e-04 -6.33650461e-02  2.50043562e-04 -8.33276309e-02  2.50043562e-04 -7.79083843e-02 
 2.50058032e-04 -1.42702002e-01  2.50058032e-04 -1.63824109e-01  2.50058032e-04 -1.40135129e-01 
 2.50079016e-04 -2.74430943e-01  2.50079016e-04 -2.93696680e-01  2.50079016e-04 -2.02361897e-01 
 2.50100000e-04 -4.12720901e-01  2.50100000e-04 -4.28819244e-01  2.50100000e-04 -2.33671864e-01 
 2.50104197e-04 -4.12724960e-01  2.50104197e-04 -4.28819734e-01  2.50104197e-04 -2.33682952e-01 
 2.50112590e-04 -4.12724961e-01  2.50112590e-04 -4.28814374e-01  2.50112590e-04 -2.33700825e-01 
 2.50129377e-04 -4.12724960e-01  2.50129377e-04 -4.28803661e-01  2.50129377e-04 -2.33736529e-01 
 2.50162951e-04 -4.12724961e-01  2.50162951e-04 -4.28782266e-01  2.50162951e-04 -2.33807777e-01 
 2.50212951e-04 -4.12724960e-01  2.50212951e-04 -4.28750482e-01  2.50212951e-04 -2.33913500e-01 
 2.50262951e-04 -4.12724961e-01  2.50262951e-04 -4.28718794e-01  2.50262951e-04 -2.34018789e-01 
 2.50312951e-04 -4.12724960e-01  2.50312951e-04 -4.28687199e-01  2.50312951e-04 -2.34123625e-01 
 2.50362951e-04 -4.12724961e-01  2.50362951e-04 -4.28655696e-01  2.50362951e-04 -2.34228009e-01 
 2.50412951e-04 -4.12724960e-01  2.50412951e-04 -4.28624285e-01  2.50412951e-04 -2.34331943e-01 
 2.50462951e-04 -4.12724961e-01  2.50462951e-04 -4.28592966e-01  2.50462951e-04 -2.34435428e-01 
 2.50512951e-04 -4.12724960e-01  2.50512951e-04 -4.28561738e-01  2.50512951e-04 -2.34538467e-01 
 2.50562951e-04 -4.12724961e-01  2.50562951e-04 -4.28530602e-01  2.50562951e-04 -2.34641060e-01 
 2.50612951e-04 -4.12724960e-01  2.50612951e-04 -4.28499557e-01  2.50612951e-04 -2.34743210e-01 
 2.50662951e-04 -4.12724961e-01  2.50662951e-04 -4.28468602e-01  2.50662951e-04 -2.34844917e-01 
 2.50712951e-04 -4.12724960e-01  2.50712951e-04 -4.28437737e-01  2.50712951e-04 -2.34946183e-01 
 2.50762951e-04 -4.12724961e-01  2.50762951e-04 -4.28406963e-01  2.50762951e-04 -2.35047011e-01 
 2.50812951e-04 -4.12724960e-01  2.50812951e-04 -4.28376278e-01  2.50812951e-04 -2.35147401e-01 
 2.50862951e-04 -4.12724961e-01  2.50862951e-04 -4.28345682e-01  2.50862951e-04 -2.35247355e-01 
 2.50912951e-04 -4.12724960e-01  2.50912951e-04 -4.28315176e-01  2.50912951e-04 -2.35346874e-01 
 2.50962951e-04 -4.12724961e-01  2.50962951e-04 -4.28284759e-01  2.50962951e-04 -2.35445961e-01 
 2.51012951e-04 -4.12724960e-01  2.51012951e-04 -4.28254430e-01  2.51012951e-04 -2.35544616e-01 
 2.51062951e-04 -4.12724961e-01  2.51062951e-04 -4.28224189e-01  2.51062951e-04 -2.35642841e-01 
 2.51112951e-04 -4.12724960e-01  2.51112951e-04 -4.28194036e-01  2.51112951e-04 -2.35740638e-01 
 2.51162951e-04 -4.12724961e-01  2.51162951e-04 -4.28163971e-01  2.51162951e-04 -2.35838008e-01 
 2.51212951e-04 -4.12724960e-01  2.51212951e-04 -4.28133994e-01  2.51212951e-04 -2.35934953e-01 
 2.51262951e-04 -4.12724961e-01  2.51262951e-04 -4.28104103e-01  2.51262951e-04 -2.36031474e-01 
 2.51312951e-04 -4.12724960e-01  2.51312951e-04 -4.28074299e-01  2.51312951e-04 -2.36127573e-01 
 2.51362951e-04 -4.12724961e-01  2.51362951e-04 -4.28044582e-01  2.51362951e-04 -2.36223252e-01 
 2.51412951e-04 -4.12724960e-01  2.51412951e-04 -4.28014951e-01  2.51412951e-04 -2.36318511e-01 
 2.51462951e-04 -4.12724961e-01  2.51462951e-04 -4.27985407e-01  2.51462951e-04 -2.36413353e-01 
 2.51512951e-04 -4.12724960e-01  2.51512951e-04 -4.27955947e-01  2.51512951e-04 -2.36507779e-01 
 2.51562951e-04 -4.12724961e-01  2.51562951e-04 -4.27926573e-01  2.51562951e-04 -2.36601790e-01 
 2.51612951e-04 -4.12724960e-01  2.51612951e-04 -4.27897285e-01  2.51612951e-04 -2.36695388e-01 
 2.51662951e-04 -4.12724961e-01  2.51662951e-04 -4.27868081e-01  2.51662951e-04 -2.36788575e-01 
 2.51712951e-04 -4.12724960e-01  2.51712951e-04 -4.27838962e-01  2.51712951e-04 -2.36881352e-01 
 2.51762951e-04 -4.12724961e-01  2.51762951e-04 -4.27809927e-01  2.51762951e-04 -2.36973721e-01 
 2.51812951e-04 -4.12724960e-01  2.51812951e-04 -4.27780976e-01  2.51812951e-04 -2.37065682e-01 
 2.51862951e-04 -4.12724961e-01  2.51862951e-04 -4.27752109e-01  2.51862951e-04 -2.37157238e-01 
 2.51912951e-04 -4.12724960e-01  2.51912951e-04 -4.27723325e-01  2.51912951e-04 -2.37248390e-01 
 2.51962951e-04 -4.12724961e-01  2.51962951e-04 -4.27694625e-01  2.51962951e-04 -2.37339139e-01 
 2.52012951e-04 -4.12724960e-01  2.52012951e-04 -4.27666007e-01  2.52012951e-04 -2.37429488e-01 
 2.52062951e-04 -4.12724961e-01  2.52062951e-04 -4.27637473e-01  2.52062951e-04 -2.37519437e-01 
 2.52112951e-04 -4.12724960e-01  2.52112951e-04 -4.27609020e-01  2.52112951e-04 -2.37608988e-01 
 2.52162951e-04 -4.12724961e-01  2.52162951e-04 -4.27580650e-01  2.52162951e-04 -2.37698143e-01 
 2.52212951e-04 -4.12724960e-01  2.52212951e-04 -4.27552362e-01  2.52212951e-04 -2.37786903e-01 
 2.52262951e-04 -4.12724961e-01  2.52262951e-04 -4.27524156e-01  2.52262951e-04 -2.37875269e-01 
 2.52312951e-04 -4.12724960e-01  2.52312951e-04 -4.27496030e-01  2.52312951e-04 -2.37963243e-01 
 2.52362951e-04 -4.12724961e-01  2.52362951e-04 -4.27467986e-01  2.52362951e-04 -2.38050827e-01 
 2.52412951e-04 -4.12724960e-01  2.52412951e-04 -4.27440023e-01  2.52412951e-04 -2.38138021e-01 
 2.52462951e-04 -4.12724961e-01  2.52462951e-04 -4.27412140e-01  2.52462951e-04 -2.38224829e-01 
 2.52512951e-04 -4.12724960e-01  2.52512951e-04 -4.27384338e-01  2.52512951e-04 -2.38311249e-01 
 2.52562951e-04 -4.12724961e-01  2.52562951e-04 -4.27356616e-01  2.52562951e-04 -2.38397286e-01 
