 0.00000000e+00 -8.27604651e-12  0.00000000e+00 -4.36397585e-11  0.00000000e+00 -3.37112005e-11 
 8.87708622e-05 -8.27604651e-12  8.87708622e-05 -8.65707506e-11  8.87708622e-05 -3.37112560e-11 
 8.88208622e-05 -8.27604651e-12  8.88208622e-05 -8.64233130e-11  8.88208622e-05 -3.37112560e-11 
 8.88708622e-05 -8.27604651e-12  8.88708622e-05 -8.62776517e-11  8.88708622e-05 -3.37112005e-11 
 8.89208622e-05 -8.27604651e-12  8.89208622e-05 -8.61355431e-11  8.89208622e-05 -3.37112560e-11 
 8.89708622e-05 -8.27604651e-12  8.89708622e-05 -8.59916582e-11  8.89708622e-05 -3.37112005e-11 
 8.90208622e-05 -8.27604651e-12  8.90208622e-05 -8.58477733e-11  8.90208622e-05 -3.37112560e-11 
 8.90708622e-05 -8.27604651e-12  8.90708622e-05 -8.57038884e-11  8.90708622e-05 -3.37112560e-11 
 8.91208622e-05 -8.27604651e-12  8.91208622e-05 -8.55635562e-11  8.91208622e-05 -3.37112005e-11 
 8.91708622e-05 -8.27604651e-12  8.91708622e-05 -8.54232240e-11  8.91708622e-05 -3.37112005e-11 
 8.92208622e-05 -8.27604651e-12  8.92208622e-05 -8.52811155e-11  8.92208622e-05 -3.37112005e-11 
 8.92708622e-05 -8.27604651e-12  8.92708622e-05 -8.51425597e-11  8.92708622e-05 -3.37111450e-11 
 8.93208622e-05 -8.27604651e-12  8.93208622e-05 -8.50022275e-11  8.93208622e-05 -3.37112560e-11 
 8.93708622e-05 -8.27604651e-12  8.93708622e-05 -8.48654480e-11  8.93708622e-05 -3.37112005e-11 
 8.94208622e-05 -8.27604651e-12  8.94208622e-05 -8.47268922e-11  8.94208622e-05 -3.37112560e-11 
 8.94708622e-05 -8.27604651e-12  8.94708622e-05 -8.45883363e-11  8.94708622e-05 -3.37112005e-11 
 8.95208622e-05 -8.27604651e-12  8.95208622e-05 -8.44497805e-11  8.95208622e-05 -3.37112005e-11 
 8.95708622e-05 -8.27604651e-12  8.95708622e-05 -8.43147774e-11  8.95708622e-05 -3.37112005e-11 
 8.96208622e-05 -8.27604651e-12  8.96208622e-05 -8.41815506e-11  8.96208622e-05 -3.37112005e-11 
 8.96708622e-05 -8.27604651e-12  8.96708622e-05 -8.40429948e-11  8.96708622e-05 -3.37112560e-11 
 8.97208622e-05 -8.27604651e-12  8.97208622e-05 -8.39079917e-11  8.97208622e-05 -3.37112005e-11 
 8.97708622e-05 -8.27604651e-12  8.97708622e-05 -8.37747649e-11  8.97708622e-05 -3.37112005e-11 
 8.98208622e-05 -8.27604651e-12  8.98208622e-05 -8.36397618e-11  8.98208622e-05 -3.37111450e-11 
 8.98708622e-05 -8.27604651e-12  8.98708622e-05 -8.35083114e-11  8.98708622e-05 -3.37112005e-11 
 8.99208622e-05 -8.27604651e-12  8.99208622e-05 -8.33750846e-11  8.99208622e-05 -3.37112560e-11 
 8.99708622e-05 -8.27604651e-12  8.99708622e-05 -8.32454106e-11  8.99708622e-05 -3.37112005e-11 
 9.00208622e-05 -8.27604651e-12  9.00208622e-05 -8.31104074e-11  9.00208622e-05 -3.37112005e-11 
 9.00708622e-05 -8.27604651e-12  9.00708622e-05 -8.29842861e-11  9.00708622e-05 -3.37112005e-11 
 9.01208622e-05 -8.27604651e-12  9.01208622e-05 -8.28510593e-11  9.01208622e-05 -3.37113115e-11 
 9.01708622e-05 -8.27604651e-12  9.01708622e-05 -8.27213853e-11  9.01708622e-05 -3.37112005e-11 
 9.02208622e-05 -8.27604651e-12  9.02208622e-05 -8.25934876e-11  9.02208622e-05 -3.37112005e-11 
 9.02708622e-05 -8.27604651e-12  9.02708622e-05 -8.24638136e-11  9.02708622e-05 -3.37112005e-11 
 9.03208622e-05 -8.27604651e-12  9.03208622e-05 -8.23359159e-11  9.03208622e-05 -3.37112560e-11 
 9.03708622e-05 -8.27604651e-12  9.03708622e-05 -8.22062418e-11  9.03708622e-05 -3.37112005e-11 
 9.04208622e-05 -8.27604651e-12  9.04208622e-05 -8.20818968e-11  9.04208622e-05 -3.37112005e-11 
 9.04708622e-05 -8.27604651e-12  9.04708622e-05 -8.19557755e-11  9.04708622e-05 -3.37112005e-11 
 9.05208622e-05 -8.27604651e-12  9.05208622e-05 -8.18278778e-11  9.05208622e-05 -3.37112005e-11 
 9.05708622e-05 -8.27604651e-12  9.05708622e-05 -8.17035328e-11  9.05708622e-05 -3.37112005e-11 
 9.06208622e-05 -8.27604651e-12  9.06208622e-05 -8.15791878e-11  9.06208622e-05 -3.37112005e-11 
 9.06708622e-05 -8.27604651e-12  9.06708622e-05 -8.14548429e-11  9.06708622e-05 -3.37112560e-11 
 9.07208622e-05 -8.27604651e-12  9.07208622e-05 -8.13304979e-11  9.07208622e-05 -3.37112005e-11 
 9.07708622e-05 -8.27604651e-12  9.07708622e-05 -8.12079293e-11  9.07708622e-05 -3.37112560e-11 
 9.08208622e-05 -8.27604651e-12  9.08208622e-05 -8.10835843e-11  9.08208622e-05 -3.37112560e-11 
 9.08708622e-05 -8.27604651e-12  9.08708622e-05 -8.09610157e-11  9.08708622e-05 -3.37112560e-11 
 9.09208622e-05 -8.27604651e-12  9.09208622e-05 -8.08384470e-11  9.09208622e-05 -3.37112560e-11 
 9.09708622e-05 -8.27604651e-12  9.09708622e-05 -8.07194311e-11  9.09708622e-05 -3.37111450e-11 
 9.10208622e-05 -8.27604651e-12  9.10208622e-05 -8.05950862e-11  9.10208622e-05 -3.37112005e-11 
 9.10708622e-05 -8.27604651e-12  9.10708622e-05 -8.04760703e-11  9.10708622e-05 -3.37112005e-11 
 9.11208622e-05 -8.27604651e-12  9.11208622e-05 -8.03570543e-11  9.11208622e-05 -3.37112560e-11 
 9.11708622e-05 -8.27604651e-12  9.11708622e-05 -8.02362621e-11  9.11708622e-05 -3.37112005e-11 
 9.12208622e-05 -8.27604651e-12  9.12208622e-05 -8.01190225e-11  9.12208622e-05 -3.37111450e-11 
 9.12708622e-05 -8.27604651e-12  9.12708622e-05 -8.00000066e-11  9.12708622e-05 -3.37112005e-11 
 9.13208622e-05 -8.27604651e-12  9.13208622e-05 -7.98827671e-11  9.13208622e-05 -3.37111450e-11 
 9.13708622e-05 -8.27604651e-12  9.13708622e-05 -7.97619748e-11  9.13708622e-05 -3.37112005e-11 
 9.14208622e-05 -8.27604651e-12  9.14208622e-05 -7.96465116e-11  9.14208622e-05 -3.37112005e-11 
 9.14708622e-05 -8.27604651e-12  9.14708622e-05 -7.95292721e-11  9.14708622e-05 -3.37112560e-11 
 9.15208622e-05 -8.27604651e-12  9.15208622e-05 -7.94138089e-11  9.15208622e-05 -3.37112005e-11 
 9.15708622e-05 -8.27604651e-12  9.15708622e-05 -7.92983457e-11  9.15708622e-05 -3.37111450e-11 
 9.16208622e-05 -8.27604651e-12  9.16208622e-05 -7.91828825e-11  9.16208622e-05 -3.37112005e-11 
 9.16708622e-05 -8.27604651e-12  9.16708622e-05 -7.90674193e-11  9.16708622e-05 -3.37112560e-11 
 9.17208622e-05 -8.27604651e-12  9.17208622e-05 -7.89537324e-11  9.17208622e-05 -3.37112005e-11 
 9.17708622e-05 -8.27604651e-12  9.17708622e-05 -7.88382692e-11  9.17708622e-05 -3.37112005e-11 
 9.18208622e-05 -8.27604651e-12  9.18208622e-05 -7.87245824e-11  9.18208622e-05 -3.37111450e-11 
 9.18708622e-05 -8.27604651e-12  9.18708622e-05 -7.86144483e-11  9.18708622e-05 -3.37112005e-11 
 9.19208622e-05 -8.27604651e-12  9.19208622e-05 -7.84989851e-11  9.19208622e-05 -3.37111450e-11 
 9.19708622e-05 -8.27604651e-12  9.19708622e-05 -7.83888510e-11  9.19708622e-05 -3.37112560e-11 
 9.20208622e-05 -8.27604651e-12  9.20208622e-05 -7.82769405e-11  9.20208622e-05 -3.37112560e-11 
 9.20708622e-05 -8.27604651e-12  9.20708622e-05 -7.81668064e-11  9.20708622e-05 -3.37112005e-11 
 9.21208622e-05 -8.27604651e-12  9.21208622e-05 -7.80548959e-11  9.21208622e-05 -3.37112560e-11 
 9.21708622e-05 -8.27604651e-12  9.21708622e-05 -7.79447618e-11  9.21708622e-05 -3.37112560e-11 
 9.22208622e-05 -8.27604651e-12  9.22208622e-05 -7.78364040e-11  9.22208622e-05 -3.37112005e-11 
 9.22708622e-05 -8.27604651e-12  9.22708622e-05 -7.77262699e-11  9.22708622e-05 -3.37112005e-11 
 9.23208622e-05 -8.27604651e-12  9.23208622e-05 -7.76161357e-11  9.23208622e-05 -3.37112005e-11 
 9.23708622e-05 -8.27604651e-12  9.23708622e-05 -7.75077780e-11  9.23708622e-05 -3.37112560e-11 
 9.24208622e-05 -8.27604651e-12  9.24208622e-05 -7.74029729e-11  9.24208622e-05 -3.37112005e-11 
 9.24708622e-05 -8.27604651e-12  9.24708622e-05 -7.72928388e-11  9.24708622e-05 -3.37112005e-11 
 9.25208622e-05 -8.27604651e-12  9.25208622e-05 -7.71862574e-11  9.25208622e-05 -3.37112005e-11 
 9.25708622e-05 -8.27604651e-12  9.25708622e-05 -7.70778996e-11  9.25708622e-05 -3.37112005e-11 
 9.26208622e-05 -8.27604651e-12  9.26208622e-05 -7.69713182e-11  9.26208622e-05 -3.37112005e-11 
 9.26708622e-05 -8.27604651e-12  9.26708622e-05 -7.68647368e-11  9.26708622e-05 -3.37112560e-11 
 9.27208622e-05 -8.27604651e-12  9.27208622e-05 -7.67617081e-11  9.27208622e-05 -3.37112005e-11 
 9.27708622e-05 -8.27604651e-12  9.27708622e-05 -7.66551267e-11  9.27708622e-05 -3.37112005e-11 
 9.28208622e-05 -8.27604651e-12  9.28208622e-05 -7.65503216e-11  9.28208622e-05 -3.37112005e-11 
 9.28708622e-05 -8.27604651e-12  9.28708622e-05 -7.64455166e-11  9.28708622e-05 -3.37112560e-11 
 9.29208622e-05 -8.27604651e-12  9.29208622e-05 -7.63407115e-11  9.29208622e-05 -3.37112560e-11 
 9.29708622e-05 -8.27604651e-12  9.29708622e-05 -7.62394592e-11  9.29708622e-05 -3.37112005e-11 
 9.30208622e-05 -8.27604651e-12  9.30208622e-05 -7.61364305e-11  9.30208622e-05 -3.37112560e-11 
 9.30708622e-05 -8.27604651e-12  9.30708622e-05 -7.60316254e-11  9.30708622e-05 -3.37112005e-11 
 9.31208622e-05 -8.27604651e-12  9.31208622e-05 -7.59303731e-11  9.31208622e-05 -3.37112560e-11 
 9.31708622e-05 -8.27604651e-12  9.31708622e-05 -7.58273444e-11  9.31708622e-05 -3.37112560e-11 
 9.32208622e-05 -8.27604651e-12  9.32208622e-05 -7.57260921e-11  9.32208622e-05 -3.37112005e-11 
 9.32708622e-05 -8.27604651e-12  9.32708622e-05 -7.56248397e-11  9.32708622e-05 -3.37112005e-11 
 9.33208622e-05 -8.27604651e-12  9.33208622e-05 -7.55253637e-11  9.33208622e-05 -3.37112005e-11 
 9.33708622e-05 -8.27604651e-12  9.33708622e-05 -7.54241114e-11  9.33708622e-05 -3.37112560e-11 
 9.34208622e-05 -8.27604651e-12  9.34208622e-05 -7.53228591e-11  9.34208622e-05 -3.37111450e-11 
 9.34708622e-05 -8.27604651e-12  9.34708622e-05 -7.52233831e-11  9.34708622e-05 -3.37112560e-11 
 9.35208622e-05 -8.27604651e-12  9.35208622e-05 -7.51239071e-11  9.35208622e-05 -3.37113115e-11 
 9.35708622e-05 -8.27604651e-12  9.35708622e-05 -7.50262075e-11  9.35708622e-05 -3.37111450e-11 
 9.36208622e-05 -8.27604651e-12  9.36208622e-05 -7.49285078e-11  9.36208622e-05 -3.37112005e-11 
 9.36708622e-05 -8.27604651e-12  9.36708622e-05 -7.48272555e-11  9.36708622e-05 -3.37113115e-11 
 9.37208622e-05 -8.27604651e-12  9.37208622e-05 -7.47313322e-11  9.37208622e-05 -3.37112005e-11 
 9.37708622e-05 -8.27604651e-12  9.37708622e-05 -7.46336326e-11  9.37708622e-05 -3.37112005e-11 
 9.38208622e-05 -8.27604651e-12  9.38208622e-05 -7.45359330e-11  9.38208622e-05 -3.37112560e-11 
 9.38708622e-05 -8.27604651e-12  9.38708622e-05 -7.44400097e-11  9.38708622e-05 -3.37112005e-11 
 9.39208622e-05 -8.27604651e-12  9.39208622e-05 -7.43405337e-11  9.39208622e-05 -3.37111450e-11 
 9.39708622e-05 -8.27604651e-12  9.39708622e-05 -7.42481632e-11  9.39708622e-05 -3.37112560e-11 
 9.40208622e-05 -8.27604651e-12  9.40208622e-05 -7.41522399e-11  9.40208622e-05 -3.37111450e-11 
 9.40708622e-05 -8.27604651e-12  9.40708622e-05 -7.40545403e-11  9.40708622e-05 -3.37112005e-11 
 9.41208622e-05 -8.27604651e-12  9.41208622e-05 -7.39621697e-11  9.41208622e-05 -3.37113115e-11 
 9.41708622e-05 -8.27604651e-12  9.41708622e-05 -7.38662465e-11  9.41708622e-05 -3.37112560e-11 
 9.42208622e-05 -8.27604651e-12  9.42208622e-05 -7.37738759e-11  9.42208622e-05 -3.37112005e-11 
 9.42708622e-05 -8.27604651e-12  9.42708622e-05 -7.36779526e-11  9.42708622e-05 -3.37111450e-11 
 9.43208622e-05 -8.27604651e-12  9.43208622e-05 -7.35855821e-11  9.43208622e-05 -3.37112005e-11 
 9.43708622e-05 -8.27604651e-12  9.43708622e-05 -7.34932115e-11  9.43708622e-05 -3.37112560e-11 
 9.44208622e-05 -8.27604651e-12  9.44208622e-05 -7.33990646e-11  9.44208622e-05 -3.37111450e-11 
 9.44708622e-05 -8.27604651e-12  9.44708622e-05 -7.33066940e-11  9.44708622e-05 -3.37113115e-11 
 9.45208622e-05 -8.27604651e-12  9.45208622e-05 -7.32143235e-11  9.45208622e-05 -3.37112005e-11 
 9.45708622e-05 -8.27604651e-12  9.45708622e-05 -7.31219529e-11  9.45708622e-05 -3.37112560e-11 
 9.46208622e-05 -8.27604651e-12  9.46208622e-05 -7.30313587e-11  9.46208622e-05 -3.37112005e-11 
 9.46708622e-05 -8.27604651e-12  9.46708622e-05 -7.29407645e-11  9.46708622e-05 -3.37112560e-11 
 9.47208622e-05 -8.27604651e-12  9.47208622e-05 -7.28501703e-11  9.47208622e-05 -3.37111450e-11 
 9.47708622e-05 -8.27604651e-12  9.47708622e-05 -7.27595761e-11  9.47708622e-05 -3.37111450e-11 
 9.48208622e-05 -8.27604651e-12  9.48208622e-05 -7.26689819e-11  9.48208622e-05 -3.37112005e-11 
 9.48708622e-05 -8.27604651e-12  9.48708622e-05 -7.25819405e-11  9.48708622e-05 -3.37112560e-11 
 9.49208622e-05 -8.27604651e-12  9.49208622e-05 -7.24913463e-11  9.49208622e-05 -3.37113115e-11 
 9.49708622e-05 -8.27604651e-12  9.49708622e-05 -7.24025284e-11  9.49708622e-05 -3.37112005e-11 
 9.50208622e-05 -8.27604651e-12  9.50208622e-05 -7.23137106e-11  9.50208622e-05 -3.37111450e-11 
 9.50708622e-05 -8.27604651e-12  9.50708622e-05 -7.22231164e-11  9.50708622e-05 -3.37113115e-11 
 9.51208622e-05 -8.27604651e-12  9.51208622e-05 -7.21378512e-11  9.51208622e-05 -3.37111450e-11 
 9.51708622e-05 -8.27604651e-12  9.51708622e-05 -7.20490334e-11  9.51708622e-05 -3.37112560e-11 
 9.52208622e-05 -8.27604651e-12  9.52208622e-05 -7.19619919e-11  9.52208622e-05 -3.37113115e-11 
 9.52708622e-05 -8.27604651e-12  9.52708622e-05 -7.18731741e-11  9.52708622e-05 -3.37111450e-11 
 9.53208622e-05 -8.27604651e-12  9.53208622e-05 -7.17879090e-11  9.53208622e-05 -3.37112005e-11 
 9.53708622e-05 -8.27604651e-12  9.53708622e-05 -7.17008675e-11  9.53708622e-05 -3.37112560e-11 
 9.54208622e-05 -8.27604651e-12  9.54208622e-05 -7.16138260e-11  9.54208622e-05 -3.37112560e-11 
 9.54708622e-05 -8.27604651e-12  9.54708622e-05 -7.15285609e-11  9.54708622e-05 -3.37112560e-11 
 9.55208622e-05 -8.27604651e-12  9.55208622e-05 -7.14432957e-11  9.55208622e-05 -3.37112005e-11 
 9.55708622e-05 -8.27604651e-12  9.55708622e-05 -7.13562542e-11  9.55708622e-05 -3.37112560e-11 
 9.56208622e-05 -8.27604651e-12  9.56208622e-05 -7.12745418e-11  9.56208622e-05 -3.37112560e-11 
 9.56708622e-05 -8.27604651e-12  9.56708622e-05 -7.11892767e-11  9.56708622e-05 -3.37113115e-11 
 9.57208622e-05 -8.27604651e-12  9.57208622e-05 -7.11040116e-11  9.57208622e-05 -3.37112005e-11 
 9.57708622e-05 -8.27604651e-12  9.57708622e-05 -7.10222992e-11  9.57708622e-05 -3.37112005e-11 
 9.58208622e-05 -8.27604651e-12  9.58208622e-05 -7.09388104e-11  9.58208622e-05 -3.37111450e-11 
 9.58708622e-05 -8.27604651e-12  9.58708622e-05 -7.08517689e-11  9.58708622e-05 -3.37112005e-11 
 9.59208622e-05 -8.27604651e-12  9.59208622e-05 -7.07718328e-11  9.59208622e-05 -3.37112005e-11 
 9.59708622e-05 -8.27604651e-12  9.59708622e-05 -7.06883441e-11  9.59708622e-05 -3.37112005e-11 
 9.60208622e-05 -8.27604651e-12  9.60208622e-05 -7.06048553e-11  9.60208622e-05 -3.37112560e-11 
 9.60708622e-05 -8.27604651e-12  9.60708622e-05 -7.05249192e-11  9.60708622e-05 -3.37112005e-11 
 9.61208622e-05 -8.27604651e-12  9.61208622e-05 -7.04414305e-11  9.61208622e-05 -3.37112005e-11 
 9.61708622e-05 -8.27604651e-12  9.61708622e-05 -7.03579417e-11  9.61708622e-05 -3.37112560e-11 
 9.62208622e-05 -8.27604651e-12  9.62208622e-05 -7.02797820e-11  9.62208622e-05 -3.37112005e-11 
 9.62708622e-05 -8.27604651e-12  9.62708622e-05 -7.01962932e-11  9.62708622e-05 -3.37112005e-11 
 9.63208622e-05 -8.27604651e-12  9.63208622e-05 -7.01163572e-11  9.63208622e-05 -3.37112560e-11 
 9.63708622e-05 -8.27604651e-12  9.63708622e-05 -7.00364211e-11  9.63708622e-05 -3.37112005e-11 
 9.64208622e-05 -8.27604651e-12  9.64208622e-05 -6.99564850e-11  9.64208622e-05 -3.37112560e-11 
 9.64708622e-05 -8.27604651e-12  9.64708622e-05 -6.98747726e-11  9.64708622e-05 -3.37113115e-11 
 9.65208622e-05 -8.27604651e-12  9.65208622e-05 -6.97966129e-11  9.65208622e-05 -3.37113115e-11 
 9.65708622e-05 -8.27604651e-12  9.65708622e-05 -6.97166769e-11  9.65708622e-05 -3.37112560e-11 
 9.66208622e-05 -8.27604651e-12  9.66208622e-05 -6.96385172e-11  9.66208622e-05 -3.37112005e-11 
 9.66708622e-05 -8.27604651e-12  9.66708622e-05 -6.95621338e-11  9.66708622e-05 -3.37112560e-11 
 9.67208622e-05 -8.27604651e-12  9.67208622e-05 -6.94821978e-11  9.67208622e-05 -3.37112005e-11 
 9.67708622e-05 -8.27604651e-12  9.67708622e-05 -6.94040381e-11  9.67708622e-05 -3.37112560e-11 
 9.68208622e-05 -8.27604651e-12  9.68208622e-05 -6.93241020e-11  9.68208622e-05 -3.37112560e-11 
 9.68708622e-05 -8.27604651e-12  9.68708622e-05 -6.92477187e-11  9.68708622e-05 -3.37112560e-11 
 9.69208622e-05 -8.27604651e-12  9.69208622e-05 -6.91713353e-11  9.69208622e-05 -3.37112560e-11 
 9.69708622e-05 -8.27604651e-12  9.69708622e-05 -6.90931756e-11  9.69708622e-05 -3.37112560e-11 
 9.70208622e-05 -8.27604651e-12  9.70208622e-05 -6.90203450e-11  9.70208622e-05 -3.37112560e-11 
 9.70708622e-05 -8.27604651e-12  9.70708622e-05 -6.89421853e-11  9.70708622e-05 -3.37112560e-11 
 9.71208622e-05 -8.27604651e-12  9.71208622e-05 -6.88640256e-11  9.71208622e-05 -3.37112560e-11 
 9.71708622e-05 -8.27604651e-12  9.71708622e-05 -6.87876422e-11  9.71708622e-05 -3.37112560e-11 
 9.72208622e-05 -8.27604651e-12  9.72208622e-05 -6.87130353e-11  9.72208622e-05 -3.37112005e-11 
 9.72708622e-05 -8.27604651e-12  9.72708622e-05 -6.86366519e-11  9.72708622e-05 -3.37111450e-11 
 9.73208622e-05 -8.27604651e-12  9.73208622e-05 -6.85620449e-11  9.73208622e-05 -3.37112005e-11 
 9.73708622e-05 -8.27604651e-12  9.73708622e-05 -6.84874379e-11  9.73708622e-05 -3.37112560e-11 
 9.74208622e-05 -8.27604651e-12  9.74208622e-05 -6.84128310e-11  9.74208622e-05 -3.37112005e-11 
 9.74708622e-05 -8.27604651e-12  9.74708622e-05 -6.83400003e-11  9.74708622e-05 -3.37112560e-11 
 9.75208622e-05 -8.27604651e-12  9.75208622e-05 -6.82653933e-11  9.75208622e-05 -3.37112005e-11 
 9.75708622e-05 -8.27604651e-12  9.75708622e-05 -6.81890100e-11  9.75708622e-05 -3.37112005e-11 
 9.76208622e-05 -8.27604651e-12  9.76208622e-05 -6.81179557e-11  9.76208622e-05 -3.37111450e-11 
 9.76708622e-05 -8.27604651e-12  9.76708622e-05 -6.80451251e-11  9.76708622e-05 -3.37112560e-11 
 9.77208622e-05 -8.27604651e-12  9.77208622e-05 -6.79705181e-11  9.77208622e-05 -3.37112005e-11 
 9.77708622e-05 -8.27604651e-12  9.77708622e-05 -6.78994638e-11  9.77708622e-05 -3.37112005e-11 
 9.78208622e-05 -8.27604651e-12  9.78208622e-05 -6.78284096e-11  9.78208622e-05 -3.37112005e-11 
 9.78708622e-05 -8.27604651e-12  9.78708622e-05 -6.77538026e-11  9.78708622e-05 -3.37112005e-11 
 9.79208622e-05 -8.27604651e-12  9.79208622e-05 -6.76809719e-11  9.79208622e-05 -3.37113115e-11 
 9.79708622e-05 -8.27604651e-12  9.79708622e-05 -6.76099177e-11  9.79708622e-05 -3.37111450e-11 
 9.80208622e-05 -8.27604651e-12  9.80208622e-05 -6.75370870e-11  9.80208622e-05 -3.37112560e-11 
 9.80708622e-05 -8.27604651e-12  9.80708622e-05 -6.74660328e-11  9.80708622e-05 -3.37112560e-11 
 9.81208622e-05 -8.27604651e-12  9.81208622e-05 -6.73949785e-11  9.81208622e-05 -3.37112560e-11 
 9.81708622e-05 -8.27604651e-12  9.81708622e-05 -6.73257006e-11  9.81708622e-05 -3.37112005e-11 
 9.82208622e-05 -8.27604651e-12  9.82208622e-05 -6.72528699e-11  9.82208622e-05 -3.37112005e-11 
 9.82708622e-05 -8.27604651e-12  9.82708622e-05 -6.71835920e-11  9.82708622e-05 -3.37113115e-11 
 9.83208622e-05 -8.27604651e-12  9.83208622e-05 -6.71125377e-11  9.83208622e-05 -3.37112005e-11 
 9.83708622e-05 -8.27604651e-12  9.83708622e-05 -6.70450362e-11  9.83708622e-05 -3.37112005e-11 
 9.84208622e-05 -8.27604651e-12  9.84208622e-05 -6.69757583e-11  9.84208622e-05 -3.37112005e-11 
 9.84708622e-05 -8.27604651e-12  9.84708622e-05 -6.69064804e-11  9.84708622e-05 -3.37112560e-11 
 9.85208622e-05 -8.27604651e-12  9.85208622e-05 -6.68372024e-11  9.85208622e-05 -3.37112005e-11 
 9.85708622e-05 -8.27604651e-12  9.85708622e-05 -6.67679245e-11  9.85708622e-05 -3.37112560e-11 
 9.86208622e-05 -8.27604651e-12  9.86208622e-05 -6.66986466e-11  9.86208622e-05 -3.37112005e-11 
 9.86708622e-05 -8.27604651e-12  9.86708622e-05 -6.66311450e-11  9.86708622e-05 -3.37112560e-11 
 9.87208622e-05 -8.27604651e-12  9.87208622e-05 -6.65618671e-11  9.87208622e-05 -3.37112560e-11 
 9.87708622e-05 -8.27604651e-12  9.87708622e-05 -6.64925892e-11  9.87708622e-05 -3.37112005e-11 
 9.88208622e-05 -8.27604651e-12  9.88208622e-05 -6.64268640e-11  9.88208622e-05 -3.37112005e-11 
 9.88708622e-05 -8.27604651e-12  9.88708622e-05 -6.63611388e-11  9.88708622e-05 -3.37112005e-11 
 9.89208622e-05 -8.27604651e-12  9.89208622e-05 -6.62936372e-11  9.89208622e-05 -3.37112005e-11 
 9.89708622e-05 -8.27604651e-12  9.89708622e-05 -6.62261357e-11  9.89708622e-05 -3.37112005e-11 
 9.90208622e-05 -8.27604651e-12  9.90208622e-05 -6.61568578e-11  9.90208622e-05 -3.37111450e-11 
 9.90708622e-05 -8.27604651e-12  9.90708622e-05 -6.60911326e-11  9.90708622e-05 -3.37112005e-11 
 9.91208622e-05 -8.27604651e-12  9.91208622e-05 -6.60236310e-11  9.91208622e-05 -3.37112005e-11 
 9.91708622e-05 -8.27604651e-12  9.91708622e-05 -6.59596822e-11  9.91708622e-05 -3.37111450e-11 
 9.92208622e-05 -8.27604651e-12  9.92208622e-05 -6.58921806e-11  9.92208622e-05 -3.37112560e-11 
 9.92708622e-05 -8.27604651e-12  9.92708622e-05 -6.58282318e-11  9.92708622e-05 -3.37112005e-11 
 9.93208622e-05 -8.27604651e-12  9.93208622e-05 -6.57607302e-11  9.93208622e-05 -3.37112005e-11 
 9.93708622e-05 -8.27604651e-12  9.93708622e-05 -6.56967813e-11  9.93708622e-05 -3.37112560e-11 
 9.94208622e-05 -8.27604651e-12  9.94208622e-05 -6.56328325e-11  9.94208622e-05 -3.37111450e-11 
 9.94708622e-05 -8.27604651e-12  9.94708622e-05 -6.55671073e-11  9.94708622e-05 -3.37112560e-11 
 9.95208622e-05 -8.27604651e-12  9.95208622e-05 -6.55031585e-11  9.95208622e-05 -3.37112005e-11 
 9.95708622e-05 -8.27604651e-12  9.95708622e-05 -6.54374332e-11  9.95708622e-05 -3.37112560e-11 
 9.96208622e-05 -8.27604651e-12  9.96208622e-05 -6.53752608e-11  9.96208622e-05 -3.37112005e-11 
 9.96708622e-05 -8.27604651e-12  9.96708622e-05 -6.53113119e-11  9.96708622e-05 -3.37112560e-11 
 9.97208622e-05 -8.27604651e-12  9.97208622e-05 -6.52473631e-11  9.97208622e-05 -3.37112560e-11 
 9.97708622e-05 -8.27604651e-12  9.97708622e-05 -6.51834142e-11  9.97708622e-05 -3.37112005e-11 
 9.98208622e-05 -8.27604651e-12  9.98208622e-05 -6.51212417e-11  9.98208622e-05 -3.37112005e-11 
 9.98708622e-05 -8.27604651e-12  9.98708622e-05 -6.50555165e-11  9.98708622e-05 -3.37112560e-11 
 9.99208622e-05 -8.27604651e-12  9.99208622e-05 -6.49933440e-11  9.99208622e-05 -3.37112560e-11 
 9.99708622e-05 -8.27604651e-12  9.99708622e-05 -6.49311716e-11  9.99708622e-05 -3.37111450e-11 
 1.00020862e-04 -8.27604651e-12  1.00020862e-04 -6.48707754e-11  1.00020862e-04 -3.37112005e-11 
 1.00070862e-04 -8.27604651e-12  1.00070862e-04 -6.48086029e-11  1.00070862e-04 -3.37112560e-11 
 1.00120862e-04 -8.27604651e-12  1.00120862e-04 -6.47446541e-11  1.00120862e-04 -3.37112560e-11 
 1.00170862e-04 -8.27604651e-12  1.00170862e-04 -6.46842579e-11  1.00170862e-04 -3.37112005e-11 
 1.00220862e-04 -8.27604651e-12  1.00220862e-04 -6.46203091e-11  1.00220862e-04 -3.37112560e-11 
 1.00270862e-04 -8.27604651e-12  1.00270862e-04 -6.45616893e-11  1.00270862e-04 -3.37112005e-11 
 1.00320862e-04 -8.27604651e-12  1.00320862e-04 -6.44995168e-11  1.00320862e-04 -3.37112560e-11 
 1.00370862e-04 -8.27604651e-12  1.00370862e-04 -6.44373443e-11  1.00370862e-04 -3.37112005e-11 
 1.00420862e-04 -8.27604651e-12  1.00420862e-04 -6.43769482e-11  1.00420862e-04 -3.37112560e-11 
 1.00470862e-04 -8.27604651e-12  1.00470862e-04 -6.43183284e-11  1.00470862e-04 -3.37112560e-11 
 1.00520862e-04 -8.27604651e-12  1.00520862e-04 -6.42561560e-11  1.00520862e-04 -3.37112005e-11 
